Ground Truth ToA: 58.693233489990234, Coarse ToA: 56.93443298339844, Fine ToA: 74.03768157958984
Ground Truth ToA: 134.51126098632812, Coarse ToA: 134.33763122558594, Fine ToA: 134.51394653320312
Ground Truth ToA: 123.2893295288086, Coarse ToA: 134.96946716308594, Fine ToA: 123.49457550048828
Ground Truth ToA: 69.66809844970703, Coarse ToA: 66.47557067871094, Fine ToA: 66.07096099853516
Ground Truth ToA: 106.8585205078125, Coarse ToA: 101.18228149414062, Fine ToA: 105.59315490722656
Ground Truth ToA: 142.30447387695312, Coarse ToA: 145.44309997558594, Fine ToA: 145.90142822265625
Ground Truth ToA: 94.1015853881836, Coarse ToA: 89.83345794677734, Fine ToA: 89.38471984863281
Ground Truth ToA: 102.1082992553711, Coarse ToA: 101.15706634521484, Fine ToA: 104.1982421875
Ground Truth ToA: 94.18960571289062, Coarse ToA: 93.50758361816406, Fine ToA: 93.37468719482422
Ground Truth ToA: 58.35698699951172, Coarse ToA: 58.82646560668945, Fine ToA: 58.53883361816406
Ground Truth ToA: 121.44656372070312, Coarse ToA: 117.7473373413086, Fine ToA: 118.47775268554688
Ground Truth ToA: 146.00863647460938, Coarse ToA: 143.75062561035156, Fine ToA: 146.56971740722656
Ground Truth ToA: 147.66305541992188, Coarse ToA: 144.4794158935547, Fine ToA: 144.67141723632812
Ground Truth ToA: 146.70059204101562, Coarse ToA: 146.06231689453125, Fine ToA: 144.29269409179688
Ground Truth ToA: 53.483341217041016, Coarse ToA: 53.31752395629883, Fine ToA: 53.152400970458984
Ground Truth ToA: 103.84241485595703, Coarse ToA: 104.80319213867188, Fine ToA: 80.52938842773438
Ground Truth ToA: 105.49861145019531, Coarse ToA: 103.60762786865234, Fine ToA: 104.16963195800781
Ground Truth ToA: 74.7648696899414, Coarse ToA: 73.33253479003906, Fine ToA: 74.28282928466797
Ground Truth ToA: 73.43409729003906, Coarse ToA: 77.35242462158203, Fine ToA: 69.65363311767578
Ground Truth ToA: 114.60975646972656, Coarse ToA: 117.9683837890625, Fine ToA: 116.66433715820312
Ground Truth ToA: 93.21983337402344, Coarse ToA: 92.17817687988281, Fine ToA: 90.58660125732422
Ground Truth ToA: 121.0235595703125, Coarse ToA: 124.89640808105469, Fine ToA: 125.72087860107422
Ground Truth ToA: 74.34114837646484, Coarse ToA: 76.47924041748047, Fine ToA: 76.33844757080078
Ground Truth ToA: 135.5509490966797, Coarse ToA: 139.36244201660156, Fine ToA: 139.75244140625
Ground Truth ToA: 53.064476013183594, Coarse ToA: 55.585594177246094, Fine ToA: 89.27937316894531
Ground Truth ToA: 119.4906005859375, Coarse ToA: 115.82976531982422, Fine ToA: 117.06087493896484
Ground Truth ToA: 83.78863525390625, Coarse ToA: 82.12338256835938, Fine ToA: 82.2926254272461
Ground Truth ToA: 148.03604125976562, Coarse ToA: 145.251220703125, Fine ToA: 146.52862548828125
Ground Truth ToA: 141.96780395507812, Coarse ToA: 139.7994384765625, Fine ToA: 140.45877075195312
Ground Truth ToA: 60.07207489013672, Coarse ToA: 62.80036163330078, Fine ToA: 63.133506774902344
Ground Truth ToA: 53.164581298828125, Coarse ToA: 52.683258056640625, Fine ToA: 135.14230346679688
Ground Truth ToA: 96.82877349853516, Coarse ToA: 95.29150390625, Fine ToA: 95.68401336669922
Ground Truth ToA: 100.55854797363281, Coarse ToA: 72.46651458740234, Fine ToA: 100.13663482666016
Ground Truth ToA: 79.00507354736328, Coarse ToA: 75.20952606201172, Fine ToA: 76.5055923461914
Ground Truth ToA: 78.90032958984375, Coarse ToA: 76.138671875, Fine ToA: 76.5960464477539
Ground Truth ToA: 137.54583740234375, Coarse ToA: 137.1208038330078, Fine ToA: 136.0872039794922
Ground Truth ToA: 93.20394897460938, Coarse ToA: 93.94808197021484, Fine ToA: 93.73995971679688
Ground Truth ToA: 137.71255493164062, Coarse ToA: 138.2755889892578, Fine ToA: 131.95864868164062
Ground Truth ToA: 120.74681091308594, Coarse ToA: 125.11122131347656, Fine ToA: 124.33392333984375
Ground Truth ToA: 114.2987060546875, Coarse ToA: 111.76778411865234, Fine ToA: 111.1009292602539
Ground Truth ToA: 50.52570343017578, Coarse ToA: 52.87471008300781, Fine ToA: 52.7086296081543
Ground Truth ToA: 138.4405975341797, Coarse ToA: 134.87533569335938, Fine ToA: 135.53762817382812
Ground Truth ToA: 78.32219696044922, Coarse ToA: 79.55297088623047, Fine ToA: 79.490966796875
Ground Truth ToA: 134.6482391357422, Coarse ToA: 132.0982666015625, Fine ToA: 131.6425018310547
Ground Truth ToA: 76.1978988647461, Coarse ToA: 78.73263549804688, Fine ToA: 79.00072479248047
Ground Truth ToA: 112.54569244384766, Coarse ToA: 114.9245376586914, Fine ToA: 114.30692291259766
Ground Truth ToA: 141.58641052246094, Coarse ToA: 140.53042602539062, Fine ToA: 140.95672607421875
Ground Truth ToA: 115.57538604736328, Coarse ToA: 119.60076904296875, Fine ToA: 120.60713958740234
Ground Truth ToA: 125.51908111572266, Coarse ToA: 123.74925994873047, Fine ToA: 123.71442413330078
Ground Truth ToA: 106.02863311767578, Coarse ToA: 106.2008056640625, Fine ToA: 107.69024658203125
Ground Truth ToA: 53.818172454833984, Coarse ToA: 60.117488861083984, Fine ToA: 60.45046615600586
Ground Truth ToA: 93.88807678222656, Coarse ToA: 92.10589599609375, Fine ToA: 92.21038818359375
Ground Truth ToA: 120.34700012207031, Coarse ToA: 114.96471405029297, Fine ToA: 117.2576904296875
Ground Truth ToA: 137.311767578125, Coarse ToA: 135.37059020996094, Fine ToA: 135.8040771484375
Ground Truth ToA: 139.9751434326172, Coarse ToA: 141.42971801757812, Fine ToA: 141.7613067626953
Ground Truth ToA: 79.30611419677734, Coarse ToA: 92.64276885986328, Fine ToA: 92.69047546386719
Ground Truth ToA: 93.4089126586914, Coarse ToA: 91.48640441894531, Fine ToA: 92.20817565917969
Ground Truth ToA: 133.9973907470703, Coarse ToA: 138.63555908203125, Fine ToA: 138.35763549804688
Ground Truth ToA: 81.00802612304688, Coarse ToA: 77.58773803710938, Fine ToA: 77.193115234375
Ground Truth ToA: 100.49908447265625, Coarse ToA: 99.28501892089844, Fine ToA: 100.11856842041016
Ground Truth ToA: 54.19503402709961, Coarse ToA: 55.36530685424805, Fine ToA: 55.202598571777344
Ground Truth ToA: 127.33130645751953, Coarse ToA: 124.6207504272461, Fine ToA: 125.5738296508789
Ground Truth ToA: 57.18385314941406, Coarse ToA: 59.2781867980957, Fine ToA: 134.10679626464844
Ground Truth ToA: 60.79400634765625, Coarse ToA: 56.481563568115234, Fine ToA: 55.00248336791992
Ground Truth ToA: 68.58837890625, Coarse ToA: 66.61077117919922, Fine ToA: 74.51924896240234
Ground Truth ToA: 128.20797729492188, Coarse ToA: 142.0753631591797, Fine ToA: 143.5682830810547
Ground Truth ToA: 106.43919372558594, Coarse ToA: 103.39373016357422, Fine ToA: 103.78959655761719
Ground Truth ToA: 107.91307830810547, Coarse ToA: 105.85001373291016, Fine ToA: 105.61051940917969
Ground Truth ToA: 133.42562866210938, Coarse ToA: 131.23863220214844, Fine ToA: 130.44940185546875
Ground Truth ToA: 83.31588745117188, Coarse ToA: 82.02743530273438, Fine ToA: 82.02716064453125
Ground Truth ToA: 149.1542510986328, Coarse ToA: 146.6730194091797, Fine ToA: 146.88790893554688
Ground Truth ToA: 54.108367919921875, Coarse ToA: 53.401126861572266, Fine ToA: 53.236289978027344
Ground Truth ToA: 60.102882385253906, Coarse ToA: 60.39912033081055, Fine ToA: 59.05766296386719
Ground Truth ToA: 92.8914566040039, Coarse ToA: 93.60363006591797, Fine ToA: 93.8539810180664
Ground Truth ToA: 64.52536010742188, Coarse ToA: 64.32952117919922, Fine ToA: 64.16370391845703
Ground Truth ToA: 93.83824157714844, Coarse ToA: 97.25782012939453, Fine ToA: 97.28667449951172
Ground Truth ToA: 96.73797607421875, Coarse ToA: 93.8643569946289, Fine ToA: 93.73897552490234
Ground Truth ToA: 144.0891876220703, Coarse ToA: 138.62326049804688, Fine ToA: 139.8333282470703
Ground Truth ToA: 141.7350616455078, Coarse ToA: 146.21832275390625, Fine ToA: 146.0521240234375
Ground Truth ToA: 99.21553039550781, Coarse ToA: 93.75148010253906, Fine ToA: 93.64611053466797
Ground Truth ToA: 143.98941040039062, Coarse ToA: 141.08631896972656, Fine ToA: 73.99160766601562
Ground Truth ToA: 78.08633422851562, Coarse ToA: 75.64417266845703, Fine ToA: 75.67900848388672
Ground Truth ToA: 101.64553833007812, Coarse ToA: 98.16648864746094, Fine ToA: 98.89520263671875
Ground Truth ToA: 62.30431365966797, Coarse ToA: 60.713077545166016, Fine ToA: 60.81940841674805
Ground Truth ToA: 56.69544982910156, Coarse ToA: 54.720943450927734, Fine ToA: 55.20759582519531
Ground Truth ToA: 58.9852294921875, Coarse ToA: 58.8657341003418, Fine ToA: 58.97251892089844
Ground Truth ToA: 147.99636840820312, Coarse ToA: 143.91607666015625, Fine ToA: 143.81564331054688
Ground Truth ToA: 108.6507797241211, Coarse ToA: 106.98068237304688, Fine ToA: 111.10147857666016
Ground Truth ToA: 141.74417114257812, Coarse ToA: 138.8043670654297, Fine ToA: 139.11990356445312
Ground Truth ToA: 89.95835876464844, Coarse ToA: 86.89600372314453, Fine ToA: 88.33525085449219
Ground Truth ToA: 90.71551513671875, Coarse ToA: 88.5394058227539, Fine ToA: 89.6323471069336
Ground Truth ToA: 108.43590545654297, Coarse ToA: 108.43378448486328, Fine ToA: 107.94566345214844
Ground Truth ToA: 71.86399841308594, Coarse ToA: 72.85611724853516, Fine ToA: 72.95172119140625
Ground Truth ToA: 147.3834686279297, Coarse ToA: 145.4325714111328, Fine ToA: 145.91995239257812
Ground Truth ToA: 109.64112091064453, Coarse ToA: 109.22645568847656, Fine ToA: 108.8246841430664
Ground Truth ToA: 104.46786499023438, Coarse ToA: 99.34280395507812, Fine ToA: 100.22918701171875
Ground Truth ToA: 140.06932067871094, Coarse ToA: 140.48519897460938, Fine ToA: 140.9979705810547
Ground Truth ToA: 133.0378875732422, Coarse ToA: 136.23536682128906, Fine ToA: 134.8588409423828
Ground Truth ToA: 60.086063385009766, Coarse ToA: 64.66068267822266, Fine ToA: 65.07749938964844
Ground Truth ToA: 108.46959686279297, Coarse ToA: 104.07298278808594, Fine ToA: 104.45178985595703
Ground Truth ToA: 140.6714630126953, Coarse ToA: 143.00559997558594, Fine ToA: 141.18893432617188
Ground Truth ToA: 64.31957244873047, Coarse ToA: 60.77985763549805, Fine ToA: 60.85055160522461
Ground Truth ToA: 125.71857452392578, Coarse ToA: 115.69010162353516, Fine ToA: 121.30577850341797
Ground Truth ToA: 142.7594757080078, Coarse ToA: 141.3934783935547, Fine ToA: 141.22642517089844
Ground Truth ToA: 117.91204071044922, Coarse ToA: 114.66664123535156, Fine ToA: 115.14681243896484
Ground Truth ToA: 79.28673553466797, Coarse ToA: 77.02242279052734, Fine ToA: 76.00236511230469
Ground Truth ToA: 102.69328308105469, Coarse ToA: 100.23941040039062, Fine ToA: 102.52688598632812
Ground Truth ToA: 84.63086700439453, Coarse ToA: 89.3644790649414, Fine ToA: 86.95465087890625
Ground Truth ToA: 146.2401580810547, Coarse ToA: 142.5183563232422, Fine ToA: 142.3798370361328
Ground Truth ToA: 55.55949020385742, Coarse ToA: 54.90044403076172, Fine ToA: 54.59677505493164
Ground Truth ToA: 149.22047424316406, Coarse ToA: 146.07321166992188, Fine ToA: 146.02317810058594
Ground Truth ToA: 125.02899932861328, Coarse ToA: 131.45132446289062, Fine ToA: 132.43006896972656
Ground Truth ToA: 50.55180740356445, Coarse ToA: 52.13352966308594, Fine ToA: 51.96646499633789
Ground Truth ToA: 98.01280212402344, Coarse ToA: 107.15636444091797, Fine ToA: 105.30020141601562
Ground Truth ToA: 87.01649475097656, Coarse ToA: 82.1538314819336, Fine ToA: 107.14854431152344
Ground Truth ToA: 120.70278930664062, Coarse ToA: 120.71632385253906, Fine ToA: 121.66658020019531
Ground Truth ToA: 123.9839859008789, Coarse ToA: 118.67568969726562, Fine ToA: 118.54022979736328
Ground Truth ToA: 121.84375762939453, Coarse ToA: 120.76271057128906, Fine ToA: 144.08062744140625
Ground Truth ToA: 130.8128204345703, Coarse ToA: 129.65475463867188, Fine ToA: 130.23312377929688
Ground Truth ToA: 64.50520324707031, Coarse ToA: 62.40548324584961, Fine ToA: 63.18077087402344
Ground Truth ToA: 86.14533233642578, Coarse ToA: 85.14351654052734, Fine ToA: 84.97528076171875
Ground Truth ToA: 102.14877319335938, Coarse ToA: 104.78508758544922, Fine ToA: 104.78273010253906
Ground Truth ToA: 91.99073791503906, Coarse ToA: 88.04069519042969, Fine ToA: 89.66252899169922
Ground Truth ToA: 124.38988494873047, Coarse ToA: 128.62887573242188, Fine ToA: 128.757080078125
Ground Truth ToA: 56.17160415649414, Coarse ToA: 57.937721252441406, Fine ToA: 57.38008499145508
Ground Truth ToA: 145.51747131347656, Coarse ToA: 146.11117553710938, Fine ToA: 147.12831115722656
Ground Truth ToA: 133.64749145507812, Coarse ToA: 130.4768524169922, Fine ToA: 130.9893035888672
Ground Truth ToA: 77.26317596435547, Coarse ToA: 80.48409271240234, Fine ToA: 80.1248779296875
Ground Truth ToA: 90.87173461914062, Coarse ToA: 87.73287200927734, Fine ToA: 88.536376953125
Ground Truth ToA: 54.46918487548828, Coarse ToA: 53.04829788208008, Fine ToA: 52.73744583129883
Ground Truth ToA: 135.0133056640625, Coarse ToA: 139.6067657470703, Fine ToA: 135.71856689453125
Ground Truth ToA: 107.04666900634766, Coarse ToA: 109.62657165527344, Fine ToA: 110.23957061767578
Ground Truth ToA: 67.08963012695312, Coarse ToA: 66.67755126953125, Fine ToA: 65.7254409790039
Ground Truth ToA: 87.40389251708984, Coarse ToA: 88.20426940917969, Fine ToA: 89.3375244140625
Ground Truth ToA: 81.64218139648438, Coarse ToA: 81.16606903076172, Fine ToA: 81.34867095947266
Ground Truth ToA: 98.39452362060547, Coarse ToA: 102.85533905029297, Fine ToA: 101.91845703125
Ground Truth ToA: 85.03728485107422, Coarse ToA: 84.79869842529297, Fine ToA: 85.27491760253906
Ground Truth ToA: 138.6178741455078, Coarse ToA: 136.93865966796875, Fine ToA: 137.5411376953125
Ground Truth ToA: 127.23343658447266, Coarse ToA: 127.5700912475586, Fine ToA: 128.4295196533203
Ground Truth ToA: 69.76844787597656, Coarse ToA: 62.14065933227539, Fine ToA: 66.95195770263672
Ground Truth ToA: 127.67727661132812, Coarse ToA: 127.276611328125, Fine ToA: 127.49009704589844
Ground Truth ToA: 98.87064361572266, Coarse ToA: 96.0416259765625, Fine ToA: 96.28401947021484
Ground Truth ToA: 95.29192352294922, Coarse ToA: 108.3515396118164, Fine ToA: 107.9041748046875
Ground Truth ToA: 58.48356246948242, Coarse ToA: 58.536197662353516, Fine ToA: 58.28739929199219
Ground Truth ToA: 56.54917526245117, Coarse ToA: 59.72594451904297, Fine ToA: 58.68885803222656
Ground Truth ToA: 90.36096954345703, Coarse ToA: 88.36447143554688, Fine ToA: 89.24015808105469
Ground Truth ToA: 147.45413208007812, Coarse ToA: 144.3800811767578, Fine ToA: 146.9369354248047
Ground Truth ToA: 66.14631652832031, Coarse ToA: 67.94817352294922, Fine ToA: 67.36865234375
Ground Truth ToA: 149.26351928710938, Coarse ToA: 146.2201385498047, Fine ToA: 146.4113311767578
Ground Truth ToA: 149.3505859375, Coarse ToA: 146.5800018310547, Fine ToA: 147.57501220703125
Ground Truth ToA: 64.70645141601562, Coarse ToA: 63.38437271118164, Fine ToA: 63.46858215332031
Ground Truth ToA: 96.57352447509766, Coarse ToA: 95.12923431396484, Fine ToA: 98.18620300292969
Ground Truth ToA: 73.29596710205078, Coarse ToA: 73.3684310913086, Fine ToA: 74.27215576171875
Ground Truth ToA: 105.14168548583984, Coarse ToA: 107.52499389648438, Fine ToA: 108.35731506347656
Ground Truth ToA: 62.606685638427734, Coarse ToA: 60.548336029052734, Fine ToA: 60.0820426940918
Ground Truth ToA: 82.89649963378906, Coarse ToA: 90.26224517822266, Fine ToA: 91.21021270751953
Ground Truth ToA: 136.70675659179688, Coarse ToA: 131.70547485351562, Fine ToA: 135.025146484375
Ground Truth ToA: 53.249027252197266, Coarse ToA: 55.5445671081543, Fine ToA: 55.315677642822266
Ground Truth ToA: 108.20775604248047, Coarse ToA: 108.19960021972656, Fine ToA: 64.34319305419922
Ground Truth ToA: 85.87124633789062, Coarse ToA: 84.62439727783203, Fine ToA: 85.36797332763672
Ground Truth ToA: 59.4788932800293, Coarse ToA: 61.22355270385742, Fine ToA: 62.318687438964844
Ground Truth ToA: 135.13836669921875, Coarse ToA: 132.05282592773438, Fine ToA: 132.74044799804688
Ground Truth ToA: 92.08641815185547, Coarse ToA: 92.55024719238281, Fine ToA: 92.27716827392578
Ground Truth ToA: 88.6847152709961, Coarse ToA: 88.57069396972656, Fine ToA: 88.90655517578125
Ground Truth ToA: 69.151611328125, Coarse ToA: 69.9427261352539, Fine ToA: 69.370849609375
Ground Truth ToA: 129.64593505859375, Coarse ToA: 131.21182250976562, Fine ToA: 131.10806274414062
Ground Truth ToA: 94.34285736083984, Coarse ToA: 94.08746337890625, Fine ToA: 94.13851165771484
Ground Truth ToA: 146.01913452148438, Coarse ToA: 144.30059814453125, Fine ToA: 144.59173583984375
Ground Truth ToA: 99.44828796386719, Coarse ToA: 98.39130401611328, Fine ToA: 98.62528991699219
Ground Truth ToA: 89.56207275390625, Coarse ToA: 86.92710876464844, Fine ToA: 87.3263931274414
Ground Truth ToA: 134.7793426513672, Coarse ToA: 136.54684448242188, Fine ToA: 134.81149291992188
Ground Truth ToA: 80.09026336669922, Coarse ToA: 82.08865356445312, Fine ToA: 80.83988952636719
Ground Truth ToA: 88.46405792236328, Coarse ToA: 86.58829498291016, Fine ToA: 87.20208740234375
Ground Truth ToA: 141.22900390625, Coarse ToA: 138.3059844970703, Fine ToA: 138.59471130371094
Ground Truth ToA: 117.4690933227539, Coarse ToA: 114.4721908569336, Fine ToA: 114.61125946044922
Ground Truth ToA: 144.2669677734375, Coarse ToA: 144.60232543945312, Fine ToA: 139.2581329345703
Ground Truth ToA: 125.5289077758789, Coarse ToA: 122.6519546508789, Fine ToA: 122.94448852539062
Ground Truth ToA: 57.27965545654297, Coarse ToA: 55.929176330566406, Fine ToA: 55.433231353759766
Ground Truth ToA: 143.6638946533203, Coarse ToA: 141.67947387695312, Fine ToA: 142.03077697753906
Ground Truth ToA: 130.4524383544922, Coarse ToA: 135.8577880859375, Fine ToA: 134.94589233398438
Ground Truth ToA: 108.9826889038086, Coarse ToA: 106.86466217041016, Fine ToA: 107.18882751464844
Ground Truth ToA: 77.59664154052734, Coarse ToA: 77.49951171875, Fine ToA: 76.68275451660156
Ground Truth ToA: 116.29816436767578, Coarse ToA: 120.06953430175781, Fine ToA: 120.10332489013672
Ground Truth ToA: 108.94580078125, Coarse ToA: 108.54951477050781, Fine ToA: 106.54849243164062
Ground Truth ToA: 104.7760238647461, Coarse ToA: 103.3439712524414, Fine ToA: 103.34819030761719
Ground Truth ToA: 113.54488372802734, Coarse ToA: 111.64342498779297, Fine ToA: 112.40055847167969
Ground Truth ToA: 140.04815673828125, Coarse ToA: 143.4867706298828, Fine ToA: 144.37525939941406
Ground Truth ToA: 86.94072723388672, Coarse ToA: 96.55168914794922, Fine ToA: 89.11241149902344
Ground Truth ToA: 138.91673278808594, Coarse ToA: 142.52662658691406, Fine ToA: 141.33529663085938
Ground Truth ToA: 53.673919677734375, Coarse ToA: 54.74879455566406, Fine ToA: 54.71696853637695
Ground Truth ToA: 127.85968017578125, Coarse ToA: 127.90025329589844, Fine ToA: 128.07334899902344
Ground Truth ToA: 130.8498992919922, Coarse ToA: 126.39471435546875, Fine ToA: 127.14160919189453
Ground Truth ToA: 146.5091552734375, Coarse ToA: 144.75657653808594, Fine ToA: 144.57191467285156
Ground Truth ToA: 116.34355926513672, Coarse ToA: 114.19047546386719, Fine ToA: 115.24871063232422
Ground Truth ToA: 73.61422729492188, Coarse ToA: 70.08662414550781, Fine ToA: 70.52578735351562
Ground Truth ToA: 101.19048309326172, Coarse ToA: 103.52327728271484, Fine ToA: 101.39669036865234
Ground Truth ToA: 101.49114990234375, Coarse ToA: 100.216552734375, Fine ToA: 100.09637451171875
Ground Truth ToA: 127.18661499023438, Coarse ToA: 124.88497161865234, Fine ToA: 125.30073547363281
Ground Truth ToA: 100.41824340820312, Coarse ToA: 100.13964080810547, Fine ToA: 100.81727600097656
Ground Truth ToA: 123.0511703491211, Coarse ToA: 127.48805236816406, Fine ToA: 128.07266235351562
Ground Truth ToA: 65.41936492919922, Coarse ToA: 62.89775466918945, Fine ToA: 65.1126708984375
Ground Truth ToA: 101.52701568603516, Coarse ToA: 100.37848663330078, Fine ToA: 100.7243881225586
Ground Truth ToA: 103.45533752441406, Coarse ToA: 105.1865234375, Fine ToA: 105.42780303955078
Ground Truth ToA: 147.5461883544922, Coarse ToA: 143.80650329589844, Fine ToA: 143.88282775878906
Ground Truth ToA: 84.50515747070312, Coarse ToA: 82.18025207519531, Fine ToA: 83.07738494873047
Ground Truth ToA: 141.16375732421875, Coarse ToA: 144.5586395263672, Fine ToA: 75.45291137695312
Ground Truth ToA: 91.10325622558594, Coarse ToA: 91.5972671508789, Fine ToA: 91.0888442993164
Ground Truth ToA: 133.3974151611328, Coarse ToA: 130.41146850585938, Fine ToA: 129.7659149169922
Ground Truth ToA: 140.04299926757812, Coarse ToA: 142.2799072265625, Fine ToA: 142.39891052246094
Ground Truth ToA: 103.1590347290039, Coarse ToA: 103.58160400390625, Fine ToA: 103.12128448486328
Ground Truth ToA: 108.30961608886719, Coarse ToA: 107.64446258544922, Fine ToA: 107.70345306396484
Ground Truth ToA: 112.6944580078125, Coarse ToA: 118.99156951904297, Fine ToA: 95.73600006103516
Ground Truth ToA: 54.85533142089844, Coarse ToA: 52.1710319519043, Fine ToA: 53.605533599853516
Ground Truth ToA: 87.17047119140625, Coarse ToA: 87.22383117675781, Fine ToA: 87.4386978149414
Ground Truth ToA: 130.527587890625, Coarse ToA: 133.9379425048828, Fine ToA: 130.15818786621094
Ground Truth ToA: 98.50912475585938, Coarse ToA: 97.59429168701172, Fine ToA: 96.59159088134766
Ground Truth ToA: 121.87997436523438, Coarse ToA: 119.14384460449219, Fine ToA: 120.5571517944336
Ground Truth ToA: 81.99465942382812, Coarse ToA: 80.33995056152344, Fine ToA: 80.11048126220703
Ground Truth ToA: 60.29436111450195, Coarse ToA: 57.2183837890625, Fine ToA: 58.13072967529297
Ground Truth ToA: 94.88935852050781, Coarse ToA: 89.66971588134766, Fine ToA: 93.83073425292969
Ground Truth ToA: 123.54085540771484, Coarse ToA: 124.26702117919922, Fine ToA: 125.7733383178711
Ground Truth ToA: 136.6809844970703, Coarse ToA: 133.216796875, Fine ToA: 133.79022216796875
Ground Truth ToA: 135.58424377441406, Coarse ToA: 134.11483764648438, Fine ToA: 134.25778198242188
Ground Truth ToA: 84.26776885986328, Coarse ToA: 82.81578063964844, Fine ToA: 82.97626495361328
Ground Truth ToA: 53.40993881225586, Coarse ToA: 53.68043899536133, Fine ToA: 52.92952346801758
Ground Truth ToA: 82.25714874267578, Coarse ToA: 85.74022674560547, Fine ToA: 86.5370864868164
Ground Truth ToA: 73.37321472167969, Coarse ToA: 71.14531707763672, Fine ToA: 70.9097900390625
Ground Truth ToA: 130.17977905273438, Coarse ToA: 127.25643920898438, Fine ToA: 127.43081665039062
Ground Truth ToA: 84.0042724609375, Coarse ToA: 82.4857406616211, Fine ToA: 82.49635314941406
Ground Truth ToA: 126.7342758178711, Coarse ToA: 123.65294647216797, Fine ToA: 125.20547485351562
Ground Truth ToA: 94.0565414428711, Coarse ToA: 92.64990234375, Fine ToA: 93.07748413085938
Ground Truth ToA: 148.5548095703125, Coarse ToA: 145.92608642578125, Fine ToA: 59.72405242919922
Ground Truth ToA: 124.97606658935547, Coarse ToA: 126.2948226928711, Fine ToA: 127.22845458984375
Ground Truth ToA: 136.31736755371094, Coarse ToA: 139.1218719482422, Fine ToA: 139.1477508544922
Ground Truth ToA: 81.66536712646484, Coarse ToA: 78.1749496459961, Fine ToA: 80.701416015625
Ground Truth ToA: 149.12985229492188, Coarse ToA: 146.35923767089844, Fine ToA: 142.02288818359375
Ground Truth ToA: 130.16586303710938, Coarse ToA: 133.37937927246094, Fine ToA: 132.08631896972656
Ground Truth ToA: 50.85512924194336, Coarse ToA: 56.163116455078125, Fine ToA: 56.37586975097656
Ground Truth ToA: 52.91318893432617, Coarse ToA: 52.477420806884766, Fine ToA: 52.6258430480957
Ground Truth ToA: 124.49319458007812, Coarse ToA: 124.80767822265625, Fine ToA: 113.54824829101562
Ground Truth ToA: 103.15563201904297, Coarse ToA: 102.72344970703125, Fine ToA: 103.37522888183594
Ground Truth ToA: 75.98638916015625, Coarse ToA: 73.02252197265625, Fine ToA: 73.22553253173828
Ground Truth ToA: 133.56175231933594, Coarse ToA: 133.75315856933594, Fine ToA: 134.68983459472656
Ground Truth ToA: 75.92936706542969, Coarse ToA: 73.88335418701172, Fine ToA: 74.37259674072266
Ground Truth ToA: 96.41254425048828, Coarse ToA: 96.94609832763672, Fine ToA: 96.82808685302734
Ground Truth ToA: 105.19978332519531, Coarse ToA: 103.22550201416016, Fine ToA: 100.07630920410156
Ground Truth ToA: 139.92523193359375, Coarse ToA: 138.3429718017578, Fine ToA: 74.14741516113281
Ground Truth ToA: 131.22006225585938, Coarse ToA: 130.87135314941406, Fine ToA: 130.7252960205078
Ground Truth ToA: 90.6802978515625, Coarse ToA: 87.33201599121094, Fine ToA: 144.61953735351562
Ground Truth ToA: 77.35169219970703, Coarse ToA: 73.71187591552734, Fine ToA: 76.47138977050781
Ground Truth ToA: 52.543853759765625, Coarse ToA: 53.25645065307617, Fine ToA: 53.313697814941406
Ground Truth ToA: 116.72100830078125, Coarse ToA: 116.21532440185547, Fine ToA: 116.29231262207031
Ground Truth ToA: 146.52743530273438, Coarse ToA: 147.06576538085938, Fine ToA: 147.77029418945312
Ground Truth ToA: 95.35517883300781, Coarse ToA: 109.02912139892578, Fine ToA: 107.72322845458984
Ground Truth ToA: 108.63304901123047, Coarse ToA: 115.8604507446289, Fine ToA: 117.62859344482422
Ground Truth ToA: 60.920921325683594, Coarse ToA: 60.772193908691406, Fine ToA: 60.77309036254883
Ground Truth ToA: 80.92886352539062, Coarse ToA: 80.00772094726562, Fine ToA: 81.56707000732422
Ground Truth ToA: 51.93048858642578, Coarse ToA: 53.080501556396484, Fine ToA: 53.070980072021484
Ground Truth ToA: 51.88436508178711, Coarse ToA: 53.79472351074219, Fine ToA: 52.339229583740234
Ground Truth ToA: 76.59236907958984, Coarse ToA: 80.22491455078125, Fine ToA: 79.12531280517578
Ground Truth ToA: 136.14752197265625, Coarse ToA: 129.8102264404297, Fine ToA: 132.82421875
Ground Truth ToA: 61.706504821777344, Coarse ToA: 64.6072769165039, Fine ToA: 65.13526153564453
Ground Truth ToA: 121.97539520263672, Coarse ToA: 125.02080535888672, Fine ToA: 123.2331314086914
Ground Truth ToA: 76.66038513183594, Coarse ToA: 72.99153900146484, Fine ToA: 73.97086334228516
Ground Truth ToA: 116.88251495361328, Coarse ToA: 118.16732025146484, Fine ToA: 117.80391693115234
Ground Truth ToA: 94.11498260498047, Coarse ToA: 91.8823471069336, Fine ToA: 92.81446838378906
Ground Truth ToA: 68.3228759765625, Coarse ToA: 64.40184020996094, Fine ToA: 64.87161254882812
Ground Truth ToA: 149.0064697265625, Coarse ToA: 144.9625244140625, Fine ToA: 147.21478271484375
Ground Truth ToA: 52.31029510498047, Coarse ToA: 52.97240447998047, Fine ToA: 52.95349884033203
