Ground Truth ToA: 135.73028564453125, Coarse ToA: 137.71424865722656, Fine ToA: 122.51608276367188
Ground Truth ToA: 91.45210266113281, Coarse ToA: 89.07222747802734, Fine ToA: 90.2675552368164
Ground Truth ToA: 74.12950897216797, Coarse ToA: 72.22843170166016, Fine ToA: 72.23802947998047
Ground Truth ToA: 72.31416320800781, Coarse ToA: 72.27326965332031, Fine ToA: 72.8457260131836
Ground Truth ToA: 51.78486633300781, Coarse ToA: 52.372501373291016, Fine ToA: 52.656471252441406
Ground Truth ToA: 117.5418930053711, Coarse ToA: 120.7651596069336, Fine ToA: 120.68221282958984
Ground Truth ToA: 106.92960357666016, Coarse ToA: 107.49186706542969, Fine ToA: 96.55368041992188
Ground Truth ToA: 79.1404037475586, Coarse ToA: 77.78944396972656, Fine ToA: 78.59994506835938
Ground Truth ToA: 92.65339660644531, Coarse ToA: 92.6493911743164, Fine ToA: 92.86924743652344
Ground Truth ToA: 61.64536666870117, Coarse ToA: 59.666927337646484, Fine ToA: 60.3258171081543
Ground Truth ToA: 139.08529663085938, Coarse ToA: 136.47105407714844, Fine ToA: 137.76368713378906
Ground Truth ToA: 62.39949035644531, Coarse ToA: 63.90658950805664, Fine ToA: 63.458213806152344
Ground Truth ToA: 86.93927001953125, Coarse ToA: 90.77862548828125, Fine ToA: 87.61917877197266
Ground Truth ToA: 117.83940124511719, Coarse ToA: 118.35291290283203, Fine ToA: 117.72449493408203
Ground Truth ToA: 88.75013732910156, Coarse ToA: 88.59428405761719, Fine ToA: 88.34263610839844
Ground Truth ToA: 123.91471099853516, Coarse ToA: 123.01647186279297, Fine ToA: 122.69058990478516
Ground Truth ToA: 120.28541564941406, Coarse ToA: 118.00039672851562, Fine ToA: 117.18704986572266
Ground Truth ToA: 83.66752624511719, Coarse ToA: 81.81950378417969, Fine ToA: 82.52015686035156
Ground Truth ToA: 78.5698471069336, Coarse ToA: 78.39189910888672, Fine ToA: 77.87377166748047
Ground Truth ToA: 105.24430084228516, Coarse ToA: 106.54393005371094, Fine ToA: 106.92086029052734
Ground Truth ToA: 63.1348876953125, Coarse ToA: 65.39006805419922, Fine ToA: 65.54881286621094
Ground Truth ToA: 139.66184997558594, Coarse ToA: 140.3294677734375, Fine ToA: 140.635498046875
Ground Truth ToA: 97.15238952636719, Coarse ToA: 98.35938262939453, Fine ToA: 98.53644561767578
Ground Truth ToA: 70.85426330566406, Coarse ToA: 69.72975158691406, Fine ToA: 68.90838623046875
Ground Truth ToA: 123.2443618774414, Coarse ToA: 122.37926483154297, Fine ToA: 122.2236328125
Ground Truth ToA: 64.43336486816406, Coarse ToA: 62.522762298583984, Fine ToA: 73.96089172363281
Ground Truth ToA: 120.16021728515625, Coarse ToA: 118.67294311523438, Fine ToA: 119.0833969116211
Ground Truth ToA: 84.69979858398438, Coarse ToA: 82.95014953613281, Fine ToA: 82.96759796142578
Ground Truth ToA: 120.25739288330078, Coarse ToA: 111.9222412109375, Fine ToA: 116.45268249511719
Ground Truth ToA: 67.53894805908203, Coarse ToA: 65.10735321044922, Fine ToA: 65.127685546875
Ground Truth ToA: 56.73529052734375, Coarse ToA: 57.2182731628418, Fine ToA: 138.56800842285156
Ground Truth ToA: 75.45642852783203, Coarse ToA: 73.26025390625, Fine ToA: 73.78782653808594
Ground Truth ToA: 142.41717529296875, Coarse ToA: 143.21116638183594, Fine ToA: 142.28475952148438
Ground Truth ToA: 58.44778823852539, Coarse ToA: 58.09259033203125, Fine ToA: 59.4826545715332
Ground Truth ToA: 82.83207702636719, Coarse ToA: 83.6325912475586, Fine ToA: 84.01813507080078
Ground Truth ToA: 62.640995025634766, Coarse ToA: 63.52724838256836, Fine ToA: 64.20989990234375
Ground Truth ToA: 126.09392547607422, Coarse ToA: 125.58177185058594, Fine ToA: 125.90467071533203
Ground Truth ToA: 55.7544059753418, Coarse ToA: 54.91115951538086, Fine ToA: 55.34355926513672
Ground Truth ToA: 115.28839111328125, Coarse ToA: 113.637451171875, Fine ToA: 112.89694213867188
Ground Truth ToA: 77.8338851928711, Coarse ToA: 77.28338623046875, Fine ToA: 77.0193099975586
Ground Truth ToA: 85.82996368408203, Coarse ToA: 83.02731323242188, Fine ToA: 83.52194213867188
Ground Truth ToA: 74.90836334228516, Coarse ToA: 72.72539520263672, Fine ToA: 75.25507354736328
Ground Truth ToA: 74.00037384033203, Coarse ToA: 72.63690185546875, Fine ToA: 73.27030181884766
Ground Truth ToA: 54.80295181274414, Coarse ToA: 53.798641204833984, Fine ToA: 54.3670654296875
Ground Truth ToA: 78.72891998291016, Coarse ToA: 82.45085906982422, Fine ToA: 81.83795166015625
Ground Truth ToA: 120.92665100097656, Coarse ToA: 120.48162078857422, Fine ToA: 121.02661895751953
Ground Truth ToA: 85.12431335449219, Coarse ToA: 89.80670928955078, Fine ToA: 89.70203399658203
Ground Truth ToA: 132.7349090576172, Coarse ToA: 128.80308532714844, Fine ToA: 130.00729370117188
Ground Truth ToA: 56.80343246459961, Coarse ToA: 55.8599967956543, Fine ToA: 57.374149322509766
Ground Truth ToA: 137.44749450683594, Coarse ToA: 132.0646514892578, Fine ToA: 132.74363708496094
Ground Truth ToA: 131.57040405273438, Coarse ToA: 128.3683319091797, Fine ToA: 129.4612579345703
Ground Truth ToA: 146.09613037109375, Coarse ToA: 142.320556640625, Fine ToA: 141.29098510742188
Ground Truth ToA: 102.8144302368164, Coarse ToA: 105.36697387695312, Fine ToA: 106.51148223876953
Ground Truth ToA: 143.0591278076172, Coarse ToA: 142.15853881835938, Fine ToA: 142.0081024169922
Ground Truth ToA: 88.58924102783203, Coarse ToA: 90.77198791503906, Fine ToA: 90.29085540771484
Ground Truth ToA: 57.26767349243164, Coarse ToA: 55.70261764526367, Fine ToA: 56.84489440917969
Ground Truth ToA: 65.13372039794922, Coarse ToA: 64.22503662109375, Fine ToA: 63.22041702270508
Ground Truth ToA: 128.30426025390625, Coarse ToA: 128.0008544921875, Fine ToA: 127.95448303222656
Ground Truth ToA: 124.00728607177734, Coarse ToA: 123.61458587646484, Fine ToA: 123.09230041503906
Ground Truth ToA: 113.52485656738281, Coarse ToA: 115.15467071533203, Fine ToA: 114.70435333251953
Ground Truth ToA: 50.282814025878906, Coarse ToA: 51.61383819580078, Fine ToA: 51.54105758666992
Ground Truth ToA: 149.04849243164062, Coarse ToA: 147.22422790527344, Fine ToA: 146.19515991210938
Ground Truth ToA: 64.78105926513672, Coarse ToA: 62.308006286621094, Fine ToA: 63.59585189819336
Ground Truth ToA: 77.04116821289062, Coarse ToA: 76.95687103271484, Fine ToA: 76.88517761230469
Ground Truth ToA: 58.49006652832031, Coarse ToA: 62.76914978027344, Fine ToA: 61.86977005004883
Ground Truth ToA: 138.84078979492188, Coarse ToA: 134.82095336914062, Fine ToA: 139.13819885253906
Ground Truth ToA: 124.79727172851562, Coarse ToA: 125.15568542480469, Fine ToA: 124.25579833984375
Ground Truth ToA: 65.577392578125, Coarse ToA: 61.52751541137695, Fine ToA: 64.51036071777344
Ground Truth ToA: 115.26644897460938, Coarse ToA: 114.71697235107422, Fine ToA: 98.5860824584961
Ground Truth ToA: 126.63381958007812, Coarse ToA: 125.19556427001953, Fine ToA: 124.58250427246094
Ground Truth ToA: 128.20469665527344, Coarse ToA: 127.23599243164062, Fine ToA: 129.44610595703125
Ground Truth ToA: 89.23409271240234, Coarse ToA: 90.38433837890625, Fine ToA: 90.01720428466797
Ground Truth ToA: 106.40038299560547, Coarse ToA: 113.07451629638672, Fine ToA: 111.48265075683594
Ground Truth ToA: 60.372894287109375, Coarse ToA: 63.23473358154297, Fine ToA: 63.28369140625
Ground Truth ToA: 99.80805206298828, Coarse ToA: 99.8040542602539, Fine ToA: 96.94062042236328
Ground Truth ToA: 83.68412780761719, Coarse ToA: 82.49862670898438, Fine ToA: 83.33138275146484
Ground Truth ToA: 101.31846618652344, Coarse ToA: 100.21617126464844, Fine ToA: 101.87655639648438
Ground Truth ToA: 55.00811767578125, Coarse ToA: 58.16575622558594, Fine ToA: 58.696449279785156
Ground Truth ToA: 126.07940673828125, Coarse ToA: 125.44721984863281, Fine ToA: 125.11512756347656
Ground Truth ToA: 90.17628479003906, Coarse ToA: 90.77214050292969, Fine ToA: 90.85247802734375
Ground Truth ToA: 138.07376098632812, Coarse ToA: 140.10684204101562, Fine ToA: 140.01255798339844
Ground Truth ToA: 50.78194808959961, Coarse ToA: 50.77943420410156, Fine ToA: 50.6950569152832
Ground Truth ToA: 60.02543258666992, Coarse ToA: 59.31173324584961, Fine ToA: 60.46446990966797
Ground Truth ToA: 76.2613525390625, Coarse ToA: 82.47586822509766, Fine ToA: 81.99089813232422
Ground Truth ToA: 81.92680358886719, Coarse ToA: 80.76356506347656, Fine ToA: 81.17294311523438
Ground Truth ToA: 53.817283630371094, Coarse ToA: 53.808650970458984, Fine ToA: 53.81431198120117
Ground Truth ToA: 54.178871154785156, Coarse ToA: 55.37974166870117, Fine ToA: 55.81985092163086
Ground Truth ToA: 63.23737716674805, Coarse ToA: 63.28376007080078, Fine ToA: 63.32937240600586
Ground Truth ToA: 118.35218048095703, Coarse ToA: 117.68250274658203, Fine ToA: 115.54193115234375
Ground Truth ToA: 66.58828735351562, Coarse ToA: 67.36263275146484, Fine ToA: 67.57125854492188
Ground Truth ToA: 136.0472869873047, Coarse ToA: 141.57833862304688, Fine ToA: 138.913330078125
Ground Truth ToA: 118.7748794555664, Coarse ToA: 120.99591827392578, Fine ToA: 119.9215087890625
Ground Truth ToA: 131.72201538085938, Coarse ToA: 139.0193328857422, Fine ToA: 138.49794006347656
Ground Truth ToA: 117.03173828125, Coarse ToA: 115.74586486816406, Fine ToA: 115.62937927246094
Ground Truth ToA: 115.71163177490234, Coarse ToA: 112.12701416015625, Fine ToA: 114.4718246459961
Ground Truth ToA: 143.38853454589844, Coarse ToA: 143.36268615722656, Fine ToA: 142.80484008789062
Ground Truth ToA: 64.68960571289062, Coarse ToA: 63.96714782714844, Fine ToA: 64.16646575927734
Ground Truth ToA: 60.72251892089844, Coarse ToA: 57.696083068847656, Fine ToA: 56.83103942871094
Ground Truth ToA: 56.07107162475586, Coarse ToA: 56.725120544433594, Fine ToA: 56.98832321166992
Ground Truth ToA: 111.22280883789062, Coarse ToA: 108.33259582519531, Fine ToA: 110.72502136230469
Ground Truth ToA: 83.29882049560547, Coarse ToA: 82.21491241455078, Fine ToA: 82.87992095947266
Ground Truth ToA: 98.64714813232422, Coarse ToA: 97.89302825927734, Fine ToA: 97.97368621826172
Ground Truth ToA: 127.8993911743164, Coarse ToA: 129.53744506835938, Fine ToA: 128.91297912597656
Ground Truth ToA: 67.72750091552734, Coarse ToA: 68.61101531982422, Fine ToA: 68.92838287353516
Ground Truth ToA: 112.92861938476562, Coarse ToA: 113.3272705078125, Fine ToA: 113.86894226074219
Ground Truth ToA: 138.62075805664062, Coarse ToA: 138.32461547851562, Fine ToA: 139.3685760498047
Ground Truth ToA: 109.47105407714844, Coarse ToA: 106.82489776611328, Fine ToA: 108.19261169433594
Ground Truth ToA: 146.31637573242188, Coarse ToA: 144.0981903076172, Fine ToA: 145.44552612304688
Ground Truth ToA: 95.82707214355469, Coarse ToA: 93.86788177490234, Fine ToA: 61.19815444946289
Ground Truth ToA: 106.55689239501953, Coarse ToA: 104.69824981689453, Fine ToA: 105.22905731201172
Ground Truth ToA: 132.7880096435547, Coarse ToA: 140.19320678710938, Fine ToA: 136.92910766601562
Ground Truth ToA: 85.50994873046875, Coarse ToA: 85.12557983398438, Fine ToA: 85.36347961425781
Ground Truth ToA: 79.68269348144531, Coarse ToA: 82.9578628540039, Fine ToA: 78.72647857666016
Ground Truth ToA: 100.00517272949219, Coarse ToA: 100.77236938476562, Fine ToA: 101.18524169921875
Ground Truth ToA: 91.01384735107422, Coarse ToA: 91.11566162109375, Fine ToA: 90.00291442871094
Ground Truth ToA: 90.01346588134766, Coarse ToA: 92.49796295166016, Fine ToA: 91.33448791503906
Ground Truth ToA: 80.1025161743164, Coarse ToA: 78.8617935180664, Fine ToA: 64.11405181884766
Ground Truth ToA: 138.16741943359375, Coarse ToA: 138.47869873046875, Fine ToA: 138.45201110839844
Ground Truth ToA: 114.98841857910156, Coarse ToA: 120.82596588134766, Fine ToA: 113.77704620361328
Ground Truth ToA: 89.09127807617188, Coarse ToA: 85.16119384765625, Fine ToA: 85.59603881835938
Ground Truth ToA: 78.74336242675781, Coarse ToA: 77.39181518554688, Fine ToA: 78.38385772705078
Ground Truth ToA: 99.56864166259766, Coarse ToA: 100.54743957519531, Fine ToA: 99.7782211303711
Ground Truth ToA: 81.96427154541016, Coarse ToA: 78.2275390625, Fine ToA: 82.07897186279297
Ground Truth ToA: 68.76472473144531, Coarse ToA: 69.15522003173828, Fine ToA: 68.16438293457031
Ground Truth ToA: 143.10064697265625, Coarse ToA: 146.05935668945312, Fine ToA: 146.21929931640625
Ground Truth ToA: 109.33910369873047, Coarse ToA: 116.4787826538086, Fine ToA: 114.27769470214844
Ground Truth ToA: 68.93708801269531, Coarse ToA: 68.3426742553711, Fine ToA: 69.3313980102539
Ground Truth ToA: 134.9371337890625, Coarse ToA: 139.96539306640625, Fine ToA: 140.32058715820312
Ground Truth ToA: 142.8212127685547, Coarse ToA: 141.35484313964844, Fine ToA: 142.12844848632812
Ground Truth ToA: 100.72211456298828, Coarse ToA: 99.0645980834961, Fine ToA: 99.46796417236328
Ground Truth ToA: 70.64675903320312, Coarse ToA: 70.90824127197266, Fine ToA: 70.77909088134766
Ground Truth ToA: 107.68846893310547, Coarse ToA: 109.63302612304688, Fine ToA: 110.4173812866211
Ground Truth ToA: 75.21177673339844, Coarse ToA: 74.80131530761719, Fine ToA: 75.09453582763672
Ground Truth ToA: 115.1110610961914, Coarse ToA: 113.67572784423828, Fine ToA: 113.90152740478516
Ground Truth ToA: 121.40306854248047, Coarse ToA: 121.80207061767578, Fine ToA: 120.84378051757812
Ground Truth ToA: 80.5088882446289, Coarse ToA: 80.40750122070312, Fine ToA: 81.52240753173828
Ground Truth ToA: 136.88278198242188, Coarse ToA: 136.41229248046875, Fine ToA: 136.82325744628906
Ground Truth ToA: 135.52345275878906, Coarse ToA: 131.5473175048828, Fine ToA: 133.1108856201172
Ground Truth ToA: 135.74012756347656, Coarse ToA: 138.49903869628906, Fine ToA: 138.02374267578125
Ground Truth ToA: 147.14291381835938, Coarse ToA: 148.13592529296875, Fine ToA: 119.20757293701172
Ground Truth ToA: 149.7572479248047, Coarse ToA: 147.4590606689453, Fine ToA: 147.37689208984375
Ground Truth ToA: 85.35193634033203, Coarse ToA: 86.8110122680664, Fine ToA: 86.233154296875
Ground Truth ToA: 68.62661743164062, Coarse ToA: 70.59343719482422, Fine ToA: 68.28459930419922
Ground Truth ToA: 127.46234130859375, Coarse ToA: 125.47513580322266, Fine ToA: 125.97118377685547
Ground Truth ToA: 105.22541809082031, Coarse ToA: 104.29401397705078, Fine ToA: 105.06669616699219
Ground Truth ToA: 146.88597106933594, Coarse ToA: 145.02549743652344, Fine ToA: 145.6460723876953
Ground Truth ToA: 124.0092544555664, Coarse ToA: 125.64112091064453, Fine ToA: 123.8161849975586
Ground Truth ToA: 83.17282104492188, Coarse ToA: 82.07962036132812, Fine ToA: 83.10869598388672
Ground Truth ToA: 50.37481689453125, Coarse ToA: 50.63580322265625, Fine ToA: 50.07319641113281
Ground Truth ToA: 69.43223571777344, Coarse ToA: 71.1461181640625, Fine ToA: 70.76626586914062
Ground Truth ToA: 105.91607666015625, Coarse ToA: 103.88867950439453, Fine ToA: 104.85205841064453
Ground Truth ToA: 106.48331451416016, Coarse ToA: 107.27422332763672, Fine ToA: 107.44606018066406
Ground Truth ToA: 121.12261199951172, Coarse ToA: 119.89954376220703, Fine ToA: 119.71441650390625
Ground Truth ToA: 98.36750030517578, Coarse ToA: 96.82550048828125, Fine ToA: 97.5351791381836
Ground Truth ToA: 76.1186752319336, Coarse ToA: 72.46817016601562, Fine ToA: 73.4085922241211
Ground Truth ToA: 126.84835815429688, Coarse ToA: 130.47962951660156, Fine ToA: 129.00119018554688
Ground Truth ToA: 93.96703338623047, Coarse ToA: 94.80475616455078, Fine ToA: 95.25007629394531
Ground Truth ToA: 120.01329803466797, Coarse ToA: 118.72740936279297, Fine ToA: 118.47960662841797
Ground Truth ToA: 103.46705627441406, Coarse ToA: 102.6070785522461, Fine ToA: 102.2523422241211
Ground Truth ToA: 116.18590545654297, Coarse ToA: 118.37918853759766, Fine ToA: 117.45053100585938
Ground Truth ToA: 115.35572814941406, Coarse ToA: 112.26702117919922, Fine ToA: 111.7125473022461
Ground Truth ToA: 123.9767074584961, Coarse ToA: 122.7072982788086, Fine ToA: 122.66777801513672
Ground Truth ToA: 63.506561279296875, Coarse ToA: 62.79670333862305, Fine ToA: 61.40106964111328
Ground Truth ToA: 141.62249755859375, Coarse ToA: 140.43319702148438, Fine ToA: 140.18472290039062
Ground Truth ToA: 141.0907440185547, Coarse ToA: 141.67413330078125, Fine ToA: 141.66929626464844
Ground Truth ToA: 142.65684509277344, Coarse ToA: 140.19882202148438, Fine ToA: 109.12060546875
Ground Truth ToA: 103.18134307861328, Coarse ToA: 111.10499572753906, Fine ToA: 103.29016876220703
Ground Truth ToA: 116.1826400756836, Coarse ToA: 114.75566864013672, Fine ToA: 115.03199005126953
Ground Truth ToA: 88.95311737060547, Coarse ToA: 83.6081771850586, Fine ToA: 87.99771118164062
Ground Truth ToA: 76.24235534667969, Coarse ToA: 76.76701354980469, Fine ToA: 77.08917999267578
Ground Truth ToA: 123.79489135742188, Coarse ToA: 123.8392333984375, Fine ToA: 124.7848129272461
Ground Truth ToA: 56.27004623413086, Coarse ToA: 56.341007232666016, Fine ToA: 55.7494010925293
Ground Truth ToA: 114.63422393798828, Coarse ToA: 113.3172607421875, Fine ToA: 112.87446594238281
Ground Truth ToA: 73.44148254394531, Coarse ToA: 73.90718078613281, Fine ToA: 73.65763854980469
Ground Truth ToA: 90.31045532226562, Coarse ToA: 88.89572143554688, Fine ToA: 88.80540466308594
Ground Truth ToA: 79.61624145507812, Coarse ToA: 81.47225952148438, Fine ToA: 81.81550598144531
Ground Truth ToA: 82.17680358886719, Coarse ToA: 82.81940460205078, Fine ToA: 82.57766723632812
Ground Truth ToA: 61.452476501464844, Coarse ToA: 58.17483139038086, Fine ToA: 58.39375686645508
Ground Truth ToA: 107.90423583984375, Coarse ToA: 106.8783187866211, Fine ToA: 106.34534454345703
Ground Truth ToA: 120.08570861816406, Coarse ToA: 122.22940063476562, Fine ToA: 122.39996337890625
Ground Truth ToA: 96.15642547607422, Coarse ToA: 97.6318130493164, Fine ToA: 127.99879455566406
Ground Truth ToA: 63.975772857666016, Coarse ToA: 66.2330093383789, Fine ToA: 65.69112396240234
Ground Truth ToA: 52.97663116455078, Coarse ToA: 54.56732940673828, Fine ToA: 54.30976104736328
Ground Truth ToA: 69.755615234375, Coarse ToA: 73.01229095458984, Fine ToA: 72.48307800292969
Ground Truth ToA: 72.70771026611328, Coarse ToA: 72.62576293945312, Fine ToA: 72.5457763671875
Ground Truth ToA: 138.42689514160156, Coarse ToA: 144.05934143066406, Fine ToA: 140.16189575195312
Ground Truth ToA: 131.8582763671875, Coarse ToA: 131.80294799804688, Fine ToA: 132.3470458984375
Ground Truth ToA: 52.453704833984375, Coarse ToA: 51.982391357421875, Fine ToA: 52.53245544433594
Ground Truth ToA: 112.36540985107422, Coarse ToA: 113.03762817382812, Fine ToA: 113.14688873291016
Ground Truth ToA: 126.15404510498047, Coarse ToA: 123.76258087158203, Fine ToA: 124.05426025390625
Ground Truth ToA: 71.80960845947266, Coarse ToA: 73.34899139404297, Fine ToA: 75.00434112548828
Ground Truth ToA: 67.33721923828125, Coarse ToA: 65.15962219238281, Fine ToA: 65.30631256103516
Ground Truth ToA: 80.12895202636719, Coarse ToA: 80.20464324951172, Fine ToA: 80.16905975341797
Ground Truth ToA: 114.0146255493164, Coarse ToA: 113.27588653564453, Fine ToA: 112.47694396972656
Ground Truth ToA: 64.38997650146484, Coarse ToA: 61.33517074584961, Fine ToA: 61.650108337402344
Ground Truth ToA: 102.25473022460938, Coarse ToA: 102.93916320800781, Fine ToA: 103.34980010986328
Ground Truth ToA: 79.35884094238281, Coarse ToA: 78.86408233642578, Fine ToA: 78.37519073486328
Ground Truth ToA: 80.71267700195312, Coarse ToA: 80.47393798828125, Fine ToA: 81.40640258789062
Ground Truth ToA: 60.79907989501953, Coarse ToA: 58.60596466064453, Fine ToA: 58.649898529052734
Ground Truth ToA: 79.60391235351562, Coarse ToA: 80.20812225341797, Fine ToA: 78.8084716796875
Ground Truth ToA: 88.265380859375, Coarse ToA: 87.4981460571289, Fine ToA: 88.6637191772461
Ground Truth ToA: 86.0362777709961, Coarse ToA: 91.10467529296875, Fine ToA: 90.97032165527344
Ground Truth ToA: 65.30764770507812, Coarse ToA: 65.07440948486328, Fine ToA: 65.45417022705078
Ground Truth ToA: 95.93006134033203, Coarse ToA: 96.80398559570312, Fine ToA: 113.39076232910156
Ground Truth ToA: 76.98920440673828, Coarse ToA: 76.84495544433594, Fine ToA: 76.12247467041016
Ground Truth ToA: 58.61492919921875, Coarse ToA: 60.37870407104492, Fine ToA: 60.00698471069336
Ground Truth ToA: 130.373291015625, Coarse ToA: 129.22372436523438, Fine ToA: 128.69744873046875
Ground Truth ToA: 64.64137268066406, Coarse ToA: 64.64857482910156, Fine ToA: 64.10218048095703
Ground Truth ToA: 55.52404022216797, Coarse ToA: 54.309906005859375, Fine ToA: 54.84607696533203
Ground Truth ToA: 54.11824417114258, Coarse ToA: 54.948246002197266, Fine ToA: 55.162254333496094
Ground Truth ToA: 118.96980285644531, Coarse ToA: 113.14845275878906, Fine ToA: 117.59483337402344
Ground Truth ToA: 92.75123596191406, Coarse ToA: 90.9251937866211, Fine ToA: 90.18415069580078
Ground Truth ToA: 54.26723098754883, Coarse ToA: 58.48456573486328, Fine ToA: 56.654747009277344
Ground Truth ToA: 148.07713317871094, Coarse ToA: 147.23410034179688, Fine ToA: 147.4884796142578
Ground Truth ToA: 126.01140594482422, Coarse ToA: 131.75477600097656, Fine ToA: 67.10134887695312
Ground Truth ToA: 147.82225036621094, Coarse ToA: 146.03585815429688, Fine ToA: 146.78390502929688
Ground Truth ToA: 103.98141479492188, Coarse ToA: 103.86652374267578, Fine ToA: 103.94020080566406
Ground Truth ToA: 107.36781311035156, Coarse ToA: 105.37738037109375, Fine ToA: 105.79417419433594
Ground Truth ToA: 134.37637329101562, Coarse ToA: 130.2533721923828, Fine ToA: 132.1414337158203
Ground Truth ToA: 85.5611343383789, Coarse ToA: 86.3214111328125, Fine ToA: 87.21195983886719
Ground Truth ToA: 110.67998504638672, Coarse ToA: 109.68511199951172, Fine ToA: 109.38996887207031
Ground Truth ToA: 144.41061401367188, Coarse ToA: 140.78187561035156, Fine ToA: 141.81936645507812
Ground Truth ToA: 70.09513854980469, Coarse ToA: 74.1260757446289, Fine ToA: 71.16179656982422
Ground Truth ToA: 60.024776458740234, Coarse ToA: 59.702369689941406, Fine ToA: 59.532814025878906
Ground Truth ToA: 88.74225616455078, Coarse ToA: 88.02278137207031, Fine ToA: 88.35295104980469
Ground Truth ToA: 56.597007751464844, Coarse ToA: 54.667137145996094, Fine ToA: 55.27899169921875
Ground Truth ToA: 118.67912292480469, Coarse ToA: 129.34878540039062, Fine ToA: 130.11395263671875
Ground Truth ToA: 75.73098754882812, Coarse ToA: 76.87564849853516, Fine ToA: 77.34722137451172
Ground Truth ToA: 137.1672821044922, Coarse ToA: 143.4255828857422, Fine ToA: 141.5045166015625
Ground Truth ToA: 94.77213287353516, Coarse ToA: 94.52322387695312, Fine ToA: 94.7049331665039
Ground Truth ToA: 103.94332122802734, Coarse ToA: 102.27998352050781, Fine ToA: 102.95463562011719
Ground Truth ToA: 111.21173858642578, Coarse ToA: 111.54700469970703, Fine ToA: 111.24725341796875
Ground Truth ToA: 59.46858596801758, Coarse ToA: 59.2202262878418, Fine ToA: 59.96308517456055
Ground Truth ToA: 81.26944732666016, Coarse ToA: 84.45024871826172, Fine ToA: 83.62786865234375
Ground Truth ToA: 101.5043716430664, Coarse ToA: 102.49413299560547, Fine ToA: 102.51332092285156
Ground Truth ToA: 61.4576530456543, Coarse ToA: 60.695823669433594, Fine ToA: 61.000728607177734
Ground Truth ToA: 88.90217590332031, Coarse ToA: 86.34291076660156, Fine ToA: 86.6412124633789
Ground Truth ToA: 147.20306396484375, Coarse ToA: 145.2597198486328, Fine ToA: 145.05117797851562
Ground Truth ToA: 85.0262680053711, Coarse ToA: 83.87589263916016, Fine ToA: 83.76007843017578
Ground Truth ToA: 116.33447265625, Coarse ToA: 114.12562561035156, Fine ToA: 115.12842559814453
Ground Truth ToA: 143.6027374267578, Coarse ToA: 145.10617065429688, Fine ToA: 53.53693771362305
Ground Truth ToA: 98.06562805175781, Coarse ToA: 96.58383178710938, Fine ToA: 96.76261138916016
Ground Truth ToA: 117.75769805908203, Coarse ToA: 111.72517395019531, Fine ToA: 112.81301879882812
Ground Truth ToA: 136.56878662109375, Coarse ToA: 136.68984985351562, Fine ToA: 136.5518798828125
Ground Truth ToA: 109.11280822753906, Coarse ToA: 112.2402114868164, Fine ToA: 112.94412994384766
Ground Truth ToA: 135.00726318359375, Coarse ToA: 132.8414764404297, Fine ToA: 133.2744903564453
Ground Truth ToA: 91.2905044555664, Coarse ToA: 91.0753402709961, Fine ToA: 88.86278533935547
Ground Truth ToA: 136.4603729248047, Coarse ToA: 134.4085693359375, Fine ToA: 134.54551696777344
Ground Truth ToA: 107.69781494140625, Coarse ToA: 108.74016571044922, Fine ToA: 108.40264129638672
Ground Truth ToA: 54.06881332397461, Coarse ToA: 57.00146484375, Fine ToA: 55.026611328125
Ground Truth ToA: 106.52569580078125, Coarse ToA: 106.60264587402344, Fine ToA: 107.72804260253906
Ground Truth ToA: 107.9285888671875, Coarse ToA: 105.98003387451172, Fine ToA: 106.15547943115234
Ground Truth ToA: 66.46202850341797, Coarse ToA: 63.028133392333984, Fine ToA: 62.18941879272461
Ground Truth ToA: 112.23758697509766, Coarse ToA: 109.96939849853516, Fine ToA: 110.4700698852539
Ground Truth ToA: 134.17849731445312, Coarse ToA: 133.8231658935547, Fine ToA: 134.07479858398438
Ground Truth ToA: 95.13178253173828, Coarse ToA: 94.39588165283203, Fine ToA: 97.47648620605469
Ground Truth ToA: 94.94186401367188, Coarse ToA: 92.32546997070312, Fine ToA: 92.61445617675781
Ground Truth ToA: 136.60598754882812, Coarse ToA: 136.56141662597656, Fine ToA: 136.20654296875
Ground Truth ToA: 54.94694137573242, Coarse ToA: 59.3887939453125, Fine ToA: 59.03883361816406
Ground Truth ToA: 122.62326049804688, Coarse ToA: 122.5196304321289, Fine ToA: 122.53986358642578
Ground Truth ToA: 93.91785430908203, Coarse ToA: 92.622314453125, Fine ToA: 92.29583740234375
Ground Truth ToA: 68.56689453125, Coarse ToA: 69.34291076660156, Fine ToA: 71.02474212646484
Ground Truth ToA: 132.27735900878906, Coarse ToA: 132.5103302001953, Fine ToA: 131.8385009765625
Ground Truth ToA: 103.7082290649414, Coarse ToA: 102.29473876953125, Fine ToA: 103.23495483398438
Ground Truth ToA: 103.01861572265625, Coarse ToA: 98.72596740722656, Fine ToA: 103.06380462646484
Ground Truth ToA: 84.09307098388672, Coarse ToA: 82.72265625, Fine ToA: 83.39075469970703
Ground Truth ToA: 85.84982299804688, Coarse ToA: 88.50882720947266, Fine ToA: 89.91142272949219
Ground Truth ToA: 73.81239318847656, Coarse ToA: 76.18901062011719, Fine ToA: 73.11165618896484
Ground Truth ToA: 56.88541030883789, Coarse ToA: 57.50870132446289, Fine ToA: 58.83988571166992
