Ground Truth ToA: 101.06251525878906, Coarse ToA: 96.30097198486328, Fine ToA: 112.64897155761719
Ground Truth ToA: 66.98783111572266, Coarse ToA: 69.2135238647461, Fine ToA: 50.25725173950195
Ground Truth ToA: 80.84003448486328, Coarse ToA: 81.73628997802734, Fine ToA: 80.97892761230469
Ground Truth ToA: 110.94599914550781, Coarse ToA: 108.7969970703125, Fine ToA: 80.59476470947266
Ground Truth ToA: 125.92483520507812, Coarse ToA: 122.74120330810547, Fine ToA: 125.02398681640625
Ground Truth ToA: 100.8510971069336, Coarse ToA: 99.73133850097656, Fine ToA: 101.14041900634766
Ground Truth ToA: 68.04405975341797, Coarse ToA: 67.94184112548828, Fine ToA: 67.48775482177734
Ground Truth ToA: 112.78643798828125, Coarse ToA: 112.3404769897461, Fine ToA: 112.84806060791016
Ground Truth ToA: 71.84325408935547, Coarse ToA: 71.43678283691406, Fine ToA: 79.65966796875
Ground Truth ToA: 101.10455322265625, Coarse ToA: 101.45584106445312, Fine ToA: 101.88045501708984
Ground Truth ToA: 60.572547912597656, Coarse ToA: 60.32310485839844, Fine ToA: 60.0875244140625
Ground Truth ToA: 75.25247192382812, Coarse ToA: 73.33116912841797, Fine ToA: 74.92449951171875
Ground Truth ToA: 50.752017974853516, Coarse ToA: 51.548431396484375, Fine ToA: 51.16408920288086
Ground Truth ToA: 93.78285217285156, Coarse ToA: 94.88107299804688, Fine ToA: 93.81998443603516
Ground Truth ToA: 96.0074234008789, Coarse ToA: 94.20040893554688, Fine ToA: 95.70784759521484
Ground Truth ToA: 100.192626953125, Coarse ToA: 99.95347595214844, Fine ToA: 100.30082702636719
Ground Truth ToA: 104.47019958496094, Coarse ToA: 106.59870147705078, Fine ToA: 103.97283172607422
Ground Truth ToA: 100.56676483154297, Coarse ToA: 99.23511505126953, Fine ToA: 100.32192993164062
Ground Truth ToA: 148.37066650390625, Coarse ToA: 147.394287109375, Fine ToA: 148.38893127441406
Ground Truth ToA: 103.27672576904297, Coarse ToA: 102.86979675292969, Fine ToA: 102.63533782958984
Ground Truth ToA: 145.56967163085938, Coarse ToA: 145.56080627441406, Fine ToA: 145.2201690673828
Ground Truth ToA: 56.143795013427734, Coarse ToA: 54.15840530395508, Fine ToA: 56.09149169921875
Ground Truth ToA: 68.74847412109375, Coarse ToA: 65.76979064941406, Fine ToA: 68.3672103881836
Ground Truth ToA: 115.26596069335938, Coarse ToA: 116.58418273925781, Fine ToA: 138.4123077392578
Ground Truth ToA: 136.65966796875, Coarse ToA: 136.7106170654297, Fine ToA: 136.5336151123047
Ground Truth ToA: 131.9566650390625, Coarse ToA: 131.22756958007812, Fine ToA: 130.6407012939453
Ground Truth ToA: 105.83979797363281, Coarse ToA: 105.8441162109375, Fine ToA: 105.07026672363281
Ground Truth ToA: 118.724609375, Coarse ToA: 119.24586486816406, Fine ToA: 118.4693603515625
Ground Truth ToA: 73.05492401123047, Coarse ToA: 76.5597915649414, Fine ToA: 119.5350341796875
Ground Truth ToA: 84.61608123779297, Coarse ToA: 85.85964965820312, Fine ToA: 85.1413345336914
Ground Truth ToA: 76.15458679199219, Coarse ToA: 73.7250747680664, Fine ToA: 66.21195220947266
Ground Truth ToA: 149.16305541992188, Coarse ToA: 147.49334716796875, Fine ToA: 148.90625
Ground Truth ToA: 78.50260162353516, Coarse ToA: 78.32872009277344, Fine ToA: 147.63873291015625
Ground Truth ToA: 113.72136688232422, Coarse ToA: 113.7213363647461, Fine ToA: 118.99237060546875
Ground Truth ToA: 73.5420913696289, Coarse ToA: 76.80094909667969, Fine ToA: 73.94103240966797
Ground Truth ToA: 108.65502166748047, Coarse ToA: 108.08140563964844, Fine ToA: 108.76443481445312
Ground Truth ToA: 111.66165924072266, Coarse ToA: 112.36585235595703, Fine ToA: 111.2824935913086
Ground Truth ToA: 67.2132797241211, Coarse ToA: 66.91454315185547, Fine ToA: 86.36101531982422
Ground Truth ToA: 145.54798889160156, Coarse ToA: 145.26405334472656, Fine ToA: 145.9603729248047
Ground Truth ToA: 131.36485290527344, Coarse ToA: 131.0520782470703, Fine ToA: 92.84709167480469
Ground Truth ToA: 96.54679870605469, Coarse ToA: 99.97911071777344, Fine ToA: 97.05604553222656
Ground Truth ToA: 76.68389892578125, Coarse ToA: 75.80962371826172, Fine ToA: 76.33089447021484
Ground Truth ToA: 52.458614349365234, Coarse ToA: 51.12852478027344, Fine ToA: 52.431217193603516
Ground Truth ToA: 69.03913116455078, Coarse ToA: 68.67707061767578, Fine ToA: 69.2421646118164
Ground Truth ToA: 110.26847839355469, Coarse ToA: 110.60707092285156, Fine ToA: 110.11202239990234
Ground Truth ToA: 83.47103881835938, Coarse ToA: 83.26020812988281, Fine ToA: 83.59459686279297
Ground Truth ToA: 73.5610580444336, Coarse ToA: 72.76799774169922, Fine ToA: 73.76693725585938
Ground Truth ToA: 66.95085906982422, Coarse ToA: 65.9573974609375, Fine ToA: 66.55257415771484
Ground Truth ToA: 68.27039337158203, Coarse ToA: 66.2777099609375, Fine ToA: 67.64286804199219
Ground Truth ToA: 141.17840576171875, Coarse ToA: 140.82965087890625, Fine ToA: 141.0888214111328
Ground Truth ToA: 117.55863952636719, Coarse ToA: 119.38001251220703, Fine ToA: 119.2569808959961
Ground Truth ToA: 77.7905502319336, Coarse ToA: 77.05838012695312, Fine ToA: 59.76432418823242
Ground Truth ToA: 70.22308349609375, Coarse ToA: 70.62276458740234, Fine ToA: 69.96810913085938
Ground Truth ToA: 98.8551025390625, Coarse ToA: 100.9200668334961, Fine ToA: 97.99483489990234
Ground Truth ToA: 135.4952850341797, Coarse ToA: 136.85958862304688, Fine ToA: 136.49392700195312
Ground Truth ToA: 122.63882446289062, Coarse ToA: 122.59373474121094, Fine ToA: 122.89044952392578
Ground Truth ToA: 144.84182739257812, Coarse ToA: 144.06735229492188, Fine ToA: 144.53536987304688
Ground Truth ToA: 139.0254364013672, Coarse ToA: 138.6063232421875, Fine ToA: 139.57736206054688
Ground Truth ToA: 97.410888671875, Coarse ToA: 97.18492126464844, Fine ToA: 97.48544311523438
Ground Truth ToA: 147.6008758544922, Coarse ToA: 145.86404418945312, Fine ToA: 88.23969268798828
Ground Truth ToA: 139.71017456054688, Coarse ToA: 139.1050262451172, Fine ToA: 139.22488403320312
Ground Truth ToA: 110.9223861694336, Coarse ToA: 110.80146789550781, Fine ToA: 111.32617950439453
Ground Truth ToA: 139.28985595703125, Coarse ToA: 138.5383758544922, Fine ToA: 138.96568298339844
Ground Truth ToA: 135.89749145507812, Coarse ToA: 135.8413848876953, Fine ToA: 138.2676544189453
Ground Truth ToA: 105.10804748535156, Coarse ToA: 104.55331420898438, Fine ToA: 100.34447479248047
Ground Truth ToA: 123.52596282958984, Coarse ToA: 122.1273193359375, Fine ToA: 104.03511047363281
Ground Truth ToA: 127.99087524414062, Coarse ToA: 126.1908187866211, Fine ToA: 127.7469711303711
Ground Truth ToA: 137.46029663085938, Coarse ToA: 135.8867645263672, Fine ToA: 137.13128662109375
Ground Truth ToA: 108.000732421875, Coarse ToA: 108.19731140136719, Fine ToA: 107.56568908691406
Ground Truth ToA: 67.97821044921875, Coarse ToA: 70.460693359375, Fine ToA: 68.70687866210938
Ground Truth ToA: 80.3193130493164, Coarse ToA: 79.7533187866211, Fine ToA: 109.96763610839844
Ground Truth ToA: 141.08078002929688, Coarse ToA: 140.76986694335938, Fine ToA: 140.86363220214844
Ground Truth ToA: 138.6086883544922, Coarse ToA: 136.45205688476562, Fine ToA: 127.62447357177734
Ground Truth ToA: 120.80318450927734, Coarse ToA: 122.73540496826172, Fine ToA: 120.92584991455078
Ground Truth ToA: 138.21429443359375, Coarse ToA: 137.7160186767578, Fine ToA: 138.0877227783203
Ground Truth ToA: 54.731414794921875, Coarse ToA: 53.50843811035156, Fine ToA: 54.934288024902344
Ground Truth ToA: 144.80471801757812, Coarse ToA: 147.80838012695312, Fine ToA: 145.0294952392578
Ground Truth ToA: 85.914306640625, Coarse ToA: 86.29354095458984, Fine ToA: 85.93326568603516
Ground Truth ToA: 51.50337600708008, Coarse ToA: 51.75935363769531, Fine ToA: 52.088722229003906
Ground Truth ToA: 84.70103454589844, Coarse ToA: 85.97259521484375, Fine ToA: 84.66340637207031
Ground Truth ToA: 140.6639862060547, Coarse ToA: 141.99957275390625, Fine ToA: 140.64756774902344
Ground Truth ToA: 60.22886657714844, Coarse ToA: 59.237037658691406, Fine ToA: 60.852237701416016
Ground Truth ToA: 97.40351867675781, Coarse ToA: 96.11555480957031, Fine ToA: 144.46914672851562
Ground Truth ToA: 72.98509979248047, Coarse ToA: 71.54862213134766, Fine ToA: 72.3884506225586
Ground Truth ToA: 101.1559829711914, Coarse ToA: 101.02750396728516, Fine ToA: 101.02806854248047
Ground Truth ToA: 87.09149932861328, Coarse ToA: 86.00750732421875, Fine ToA: 86.80172729492188
Ground Truth ToA: 118.42797088623047, Coarse ToA: 119.25398254394531, Fine ToA: 118.7713623046875
Ground Truth ToA: 132.34255981445312, Coarse ToA: 132.90269470214844, Fine ToA: 132.54925537109375
Ground Truth ToA: 60.68170166015625, Coarse ToA: 63.0940055847168, Fine ToA: 60.2514762878418
Ground Truth ToA: 142.14456176757812, Coarse ToA: 139.74366760253906, Fine ToA: 141.70443725585938
Ground Truth ToA: 111.51116180419922, Coarse ToA: 111.63651275634766, Fine ToA: 110.86682891845703
Ground Truth ToA: 58.65251159667969, Coarse ToA: 58.59876251220703, Fine ToA: 120.72999572753906
Ground Truth ToA: 76.57091522216797, Coarse ToA: 76.36554718017578, Fine ToA: 110.90250396728516
Ground Truth ToA: 131.14723205566406, Coarse ToA: 129.73899841308594, Fine ToA: 130.7506103515625
Ground Truth ToA: 140.4228515625, Coarse ToA: 140.3213348388672, Fine ToA: 120.70393371582031
Ground Truth ToA: 118.632080078125, Coarse ToA: 117.0626220703125, Fine ToA: 118.12628936767578
Ground Truth ToA: 137.5812225341797, Coarse ToA: 136.47625732421875, Fine ToA: 137.3682098388672
Ground Truth ToA: 74.86454772949219, Coarse ToA: 72.1410140991211, Fine ToA: 74.23458099365234
Ground Truth ToA: 51.97294616699219, Coarse ToA: 52.8797607421875, Fine ToA: 52.32320022583008
Ground Truth ToA: 100.5851821899414, Coarse ToA: 103.57337951660156, Fine ToA: 100.50948333740234
Ground Truth ToA: 136.11962890625, Coarse ToA: 135.57424926757812, Fine ToA: 136.2439422607422
Ground Truth ToA: 88.04867553710938, Coarse ToA: 88.27189636230469, Fine ToA: 87.74268341064453
Ground Truth ToA: 110.36714935302734, Coarse ToA: 110.85741424560547, Fine ToA: 111.75038146972656
Ground Truth ToA: 111.96188354492188, Coarse ToA: 112.62002563476562, Fine ToA: 62.51512145996094
Ground Truth ToA: 141.73658752441406, Coarse ToA: 142.49293518066406, Fine ToA: 142.24278259277344
Ground Truth ToA: 82.02412414550781, Coarse ToA: 81.0866928100586, Fine ToA: 82.03173065185547
Ground Truth ToA: 104.880859375, Coarse ToA: 103.95704650878906, Fine ToA: 104.35092163085938
Ground Truth ToA: 138.78350830078125, Coarse ToA: 138.4067840576172, Fine ToA: 138.99111938476562
Ground Truth ToA: 51.08426284790039, Coarse ToA: 51.90577697753906, Fine ToA: 51.296592712402344
Ground Truth ToA: 143.94813537597656, Coarse ToA: 142.0446014404297, Fine ToA: 143.5420379638672
Ground Truth ToA: 99.41544342041016, Coarse ToA: 99.11920166015625, Fine ToA: 100.47256469726562
Ground Truth ToA: 140.24276733398438, Coarse ToA: 138.51004028320312, Fine ToA: 140.2078857421875
Ground Truth ToA: 135.3442840576172, Coarse ToA: 135.2922821044922, Fine ToA: 135.37042236328125
Ground Truth ToA: 70.68362426757812, Coarse ToA: 70.63236999511719, Fine ToA: 70.5255126953125
Ground Truth ToA: 78.12785339355469, Coarse ToA: 76.72882080078125, Fine ToA: 77.53352355957031
Ground Truth ToA: 60.633174896240234, Coarse ToA: 63.745269775390625, Fine ToA: 60.894859313964844
Ground Truth ToA: 74.26545715332031, Coarse ToA: 75.72808074951172, Fine ToA: 74.41957092285156
Ground Truth ToA: 57.05412292480469, Coarse ToA: 57.33713150024414, Fine ToA: 58.46963882446289
Ground Truth ToA: 52.30856704711914, Coarse ToA: 52.320037841796875, Fine ToA: 51.93798828125
Ground Truth ToA: 108.13787841796875, Coarse ToA: 109.2176284790039, Fine ToA: 109.71829223632812
Ground Truth ToA: 114.8324203491211, Coarse ToA: 115.1655502319336, Fine ToA: 115.76457214355469
Ground Truth ToA: 139.22378540039062, Coarse ToA: 137.03350830078125, Fine ToA: 139.36184692382812
Ground Truth ToA: 104.65982818603516, Coarse ToA: 105.12230682373047, Fine ToA: 105.29247283935547
Ground Truth ToA: 51.709957122802734, Coarse ToA: 55.44267272949219, Fine ToA: 51.94089126586914
Ground Truth ToA: 146.85052490234375, Coarse ToA: 145.71714782714844, Fine ToA: 146.8494415283203
Ground Truth ToA: 109.90982055664062, Coarse ToA: 111.61005401611328, Fine ToA: 109.48371887207031
Ground Truth ToA: 121.49618530273438, Coarse ToA: 120.71472930908203, Fine ToA: 121.05815124511719
Ground Truth ToA: 93.7976303100586, Coarse ToA: 94.611083984375, Fine ToA: 94.81583404541016
Ground Truth ToA: 128.99070739746094, Coarse ToA: 131.44102478027344, Fine ToA: 130.51812744140625
Ground Truth ToA: 119.6250991821289, Coarse ToA: 120.89962768554688, Fine ToA: 119.95097351074219
Ground Truth ToA: 52.2917366027832, Coarse ToA: 53.792999267578125, Fine ToA: 52.01729965209961
Ground Truth ToA: 145.3220977783203, Coarse ToA: 145.18618774414062, Fine ToA: 145.0887451171875
Ground Truth ToA: 87.7394790649414, Coarse ToA: 88.41802215576172, Fine ToA: 87.72433471679688
Ground Truth ToA: 149.90408325195312, Coarse ToA: 149.42323303222656, Fine ToA: 149.58697509765625
Ground Truth ToA: 144.88865661621094, Coarse ToA: 144.09288024902344, Fine ToA: 144.34742736816406
Ground Truth ToA: 67.44750213623047, Coarse ToA: 70.39276123046875, Fine ToA: 68.41805267333984
Ground Truth ToA: 89.84410095214844, Coarse ToA: 88.32735443115234, Fine ToA: 89.69181060791016
Ground Truth ToA: 66.49913024902344, Coarse ToA: 65.29386901855469, Fine ToA: 66.62906646728516
Ground Truth ToA: 135.62442016601562, Coarse ToA: 137.25389099121094, Fine ToA: 136.26943969726562
Ground Truth ToA: 134.77818298339844, Coarse ToA: 136.802001953125, Fine ToA: 130.6940155029297
Ground Truth ToA: 80.37406921386719, Coarse ToA: 80.3313217163086, Fine ToA: 79.91561889648438
Ground Truth ToA: 52.32813262939453, Coarse ToA: 52.837825775146484, Fine ToA: 52.687255859375
Ground Truth ToA: 149.74581909179688, Coarse ToA: 150.24960327148438, Fine ToA: 84.0378646850586
Ground Truth ToA: 70.23189544677734, Coarse ToA: 69.82667541503906, Fine ToA: 70.48126983642578
Ground Truth ToA: 96.16950988769531, Coarse ToA: 101.9945297241211, Fine ToA: 96.11498260498047
Ground Truth ToA: 75.9256362915039, Coarse ToA: 77.29688262939453, Fine ToA: 77.28654479980469
Ground Truth ToA: 67.79076385498047, Coarse ToA: 69.12654113769531, Fine ToA: 66.9471206665039
Ground Truth ToA: 105.7127456665039, Coarse ToA: 107.96436309814453, Fine ToA: 104.98383331298828
Ground Truth ToA: 133.13937377929688, Coarse ToA: 130.74159240722656, Fine ToA: 132.99154663085938
Ground Truth ToA: 84.87218475341797, Coarse ToA: 84.81006622314453, Fine ToA: 85.05854797363281
Ground Truth ToA: 117.98652648925781, Coarse ToA: 116.35733032226562, Fine ToA: 117.56470489501953
Ground Truth ToA: 123.20915985107422, Coarse ToA: 123.61840057373047, Fine ToA: 123.22052764892578
Ground Truth ToA: 88.79932403564453, Coarse ToA: 87.9308853149414, Fine ToA: 88.70320129394531
Ground Truth ToA: 63.56093978881836, Coarse ToA: 63.14033508300781, Fine ToA: 63.688297271728516
Ground Truth ToA: 127.02204132080078, Coarse ToA: 125.05828857421875, Fine ToA: 127.11385345458984
Ground Truth ToA: 60.591407775878906, Coarse ToA: 60.16543197631836, Fine ToA: 60.62613296508789
Ground Truth ToA: 118.44268035888672, Coarse ToA: 122.3200454711914, Fine ToA: 119.31629180908203
Ground Truth ToA: 65.07508850097656, Coarse ToA: 64.00762939453125, Fine ToA: 64.93211364746094
Ground Truth ToA: 56.34380340576172, Coarse ToA: 54.32563781738281, Fine ToA: 55.972686767578125
Ground Truth ToA: 144.391357421875, Coarse ToA: 143.27496337890625, Fine ToA: 144.6457061767578
Ground Truth ToA: 84.44392395019531, Coarse ToA: 82.92317962646484, Fine ToA: 84.1117172241211
Ground Truth ToA: 54.681541442871094, Coarse ToA: 53.835182189941406, Fine ToA: 54.571590423583984
Ground Truth ToA: 135.73751831054688, Coarse ToA: 135.1004638671875, Fine ToA: 135.77493286132812
Ground Truth ToA: 73.29595947265625, Coarse ToA: 73.95597076416016, Fine ToA: 116.93147277832031
Ground Truth ToA: 127.2557373046875, Coarse ToA: 127.20577239990234, Fine ToA: 127.31070709228516
Ground Truth ToA: 52.23878479003906, Coarse ToA: 50.3194580078125, Fine ToA: 59.08404541015625
Ground Truth ToA: 126.04364776611328, Coarse ToA: 126.0160140991211, Fine ToA: 125.66635131835938
Ground Truth ToA: 115.8495864868164, Coarse ToA: 113.1068344116211, Fine ToA: 115.78852844238281
Ground Truth ToA: 85.69654083251953, Coarse ToA: 83.36943054199219, Fine ToA: 85.6832504272461
Ground Truth ToA: 50.298763275146484, Coarse ToA: 52.2467041015625, Fine ToA: 125.08415985107422
Ground Truth ToA: 139.56884765625, Coarse ToA: 139.9789276123047, Fine ToA: 139.60195922851562
Ground Truth ToA: 132.86456298828125, Coarse ToA: 134.50408935546875, Fine ToA: 133.3319549560547
Ground Truth ToA: 93.7286148071289, Coarse ToA: 94.01598358154297, Fine ToA: 93.67670440673828
Ground Truth ToA: 140.62319946289062, Coarse ToA: 141.010986328125, Fine ToA: 141.353759765625
Ground Truth ToA: 140.66854858398438, Coarse ToA: 140.0590057373047, Fine ToA: 139.7098846435547
Ground Truth ToA: 138.78663635253906, Coarse ToA: 138.3489532470703, Fine ToA: 138.31845092773438
Ground Truth ToA: 68.15729522705078, Coarse ToA: 66.99925994873047, Fine ToA: 68.07350158691406
Ground Truth ToA: 125.15702056884766, Coarse ToA: 124.05569458007812, Fine ToA: 124.40940856933594
Ground Truth ToA: 138.08135986328125, Coarse ToA: 137.11734008789062, Fine ToA: 138.5524444580078
Ground Truth ToA: 84.57473754882812, Coarse ToA: 83.4760971069336, Fine ToA: 84.4480209350586
Ground Truth ToA: 97.75263977050781, Coarse ToA: 97.0376968383789, Fine ToA: 98.15397644042969
Ground Truth ToA: 64.2879409790039, Coarse ToA: 64.01746368408203, Fine ToA: 75.22236633300781
Ground Truth ToA: 54.41786575317383, Coarse ToA: 56.20768737792969, Fine ToA: 54.63030242919922
Ground Truth ToA: 140.88006591796875, Coarse ToA: 140.6218719482422, Fine ToA: 141.96853637695312
Ground Truth ToA: 96.01982879638672, Coarse ToA: 95.88666534423828, Fine ToA: 127.89318084716797
Ground Truth ToA: 145.8994598388672, Coarse ToA: 147.54183959960938, Fine ToA: 145.83651733398438
Ground Truth ToA: 122.74010467529297, Coarse ToA: 125.51033782958984, Fine ToA: 122.47962951660156
Ground Truth ToA: 65.34820556640625, Coarse ToA: 63.95180892944336, Fine ToA: 65.5758056640625
Ground Truth ToA: 132.06517028808594, Coarse ToA: 136.96688842773438, Fine ToA: 132.27835083007812
Ground Truth ToA: 68.10490417480469, Coarse ToA: 67.07079315185547, Fine ToA: 67.668701171875
Ground Truth ToA: 133.20077514648438, Coarse ToA: 132.44696044921875, Fine ToA: 69.5367660522461
Ground Truth ToA: 146.78793334960938, Coarse ToA: 147.43692016601562, Fine ToA: 147.21463012695312
Ground Truth ToA: 50.9693717956543, Coarse ToA: 52.20532989501953, Fine ToA: 51.8051872253418
Ground Truth ToA: 147.45974731445312, Coarse ToA: 144.58480834960938, Fine ToA: 80.44247436523438
Ground Truth ToA: 137.36915588378906, Coarse ToA: 138.0082550048828, Fine ToA: 137.7200164794922
Ground Truth ToA: 149.2521514892578, Coarse ToA: 148.52012634277344, Fine ToA: 148.5054931640625
Ground Truth ToA: 145.46163940429688, Coarse ToA: 145.56283569335938, Fine ToA: 100.93463134765625
Ground Truth ToA: 112.88510131835938, Coarse ToA: 113.8082275390625, Fine ToA: 63.10274124145508
Ground Truth ToA: 139.88619995117188, Coarse ToA: 145.4027099609375, Fine ToA: 117.90658569335938
Ground Truth ToA: 117.16522216796875, Coarse ToA: 117.34830474853516, Fine ToA: 116.92296600341797
Ground Truth ToA: 110.87836456298828, Coarse ToA: 111.51853942871094, Fine ToA: 110.39142608642578
Ground Truth ToA: 76.68644714355469, Coarse ToA: 75.55883026123047, Fine ToA: 76.0508804321289
Ground Truth ToA: 72.85649108886719, Coarse ToA: 75.03485107421875, Fine ToA: 72.03053283691406
Ground Truth ToA: 67.19683837890625, Coarse ToA: 68.33778381347656, Fine ToA: 126.42295837402344
Ground Truth ToA: 76.5116195678711, Coarse ToA: 76.95632934570312, Fine ToA: 76.97041320800781
Ground Truth ToA: 145.6959991455078, Coarse ToA: 145.0553436279297, Fine ToA: 86.1019515991211
Ground Truth ToA: 134.571044921875, Coarse ToA: 132.9282989501953, Fine ToA: 134.6517333984375
Ground Truth ToA: 82.25972747802734, Coarse ToA: 81.92266082763672, Fine ToA: 82.2715835571289
Ground Truth ToA: 64.04808807373047, Coarse ToA: 63.0057373046875, Fine ToA: 124.6045913696289
Ground Truth ToA: 130.94754028320312, Coarse ToA: 130.19705200195312, Fine ToA: 135.406494140625
Ground Truth ToA: 147.9907989501953, Coarse ToA: 147.71092224121094, Fine ToA: 147.56820678710938
Ground Truth ToA: 111.6700668334961, Coarse ToA: 111.7104263305664, Fine ToA: 111.80195617675781
Ground Truth ToA: 149.2496795654297, Coarse ToA: 147.1873016357422, Fine ToA: 148.30189514160156
Ground Truth ToA: 89.35172271728516, Coarse ToA: 90.13168334960938, Fine ToA: 89.58954620361328
Ground Truth ToA: 133.29454040527344, Coarse ToA: 133.0240020751953, Fine ToA: 136.24169921875
Ground Truth ToA: 81.78849792480469, Coarse ToA: 80.328125, Fine ToA: 81.57291412353516
Ground Truth ToA: 75.46488189697266, Coarse ToA: 79.70365142822266, Fine ToA: 74.6329116821289
Ground Truth ToA: 118.1163558959961, Coarse ToA: 117.71014404296875, Fine ToA: 117.90264129638672
Ground Truth ToA: 129.79441833496094, Coarse ToA: 129.00230407714844, Fine ToA: 129.197998046875
Ground Truth ToA: 140.23536682128906, Coarse ToA: 139.5272979736328, Fine ToA: 139.9715576171875
Ground Truth ToA: 114.80207061767578, Coarse ToA: 114.52896118164062, Fine ToA: 115.60951232910156
Ground Truth ToA: 104.3370590209961, Coarse ToA: 103.53512573242188, Fine ToA: 104.27256774902344
Ground Truth ToA: 123.6485824584961, Coarse ToA: 125.35531616210938, Fine ToA: 124.47040557861328
Ground Truth ToA: 131.41693115234375, Coarse ToA: 131.10684204101562, Fine ToA: 131.3280029296875
Ground Truth ToA: 128.75384521484375, Coarse ToA: 131.25616455078125, Fine ToA: 89.72600555419922
Ground Truth ToA: 110.58572387695312, Coarse ToA: 109.72086334228516, Fine ToA: 110.62935638427734
Ground Truth ToA: 81.01078796386719, Coarse ToA: 81.09730529785156, Fine ToA: 81.32756042480469
Ground Truth ToA: 121.31753540039062, Coarse ToA: 124.49459075927734, Fine ToA: 121.0860366821289
Ground Truth ToA: 125.75904083251953, Coarse ToA: 125.19841766357422, Fine ToA: 125.6932144165039
Ground Truth ToA: 68.80598449707031, Coarse ToA: 67.31665802001953, Fine ToA: 68.50616455078125
Ground Truth ToA: 105.5760498046875, Coarse ToA: 105.42753601074219, Fine ToA: 104.66475677490234
Ground Truth ToA: 88.88702392578125, Coarse ToA: 87.95780944824219, Fine ToA: 88.74149322509766
Ground Truth ToA: 99.73323822021484, Coarse ToA: 99.00885009765625, Fine ToA: 98.97480010986328
Ground Truth ToA: 138.7958984375, Coarse ToA: 137.80343627929688, Fine ToA: 138.6024169921875
Ground Truth ToA: 126.80081939697266, Coarse ToA: 126.90251922607422, Fine ToA: 126.69989776611328
Ground Truth ToA: 148.3932342529297, Coarse ToA: 147.86302185058594, Fine ToA: 148.0030517578125
Ground Truth ToA: 69.27709197998047, Coarse ToA: 69.61055755615234, Fine ToA: 68.47457122802734
Ground Truth ToA: 53.89665222167969, Coarse ToA: 53.08629608154297, Fine ToA: 53.39746856689453
Ground Truth ToA: 66.44017028808594, Coarse ToA: 65.5346908569336, Fine ToA: 66.1529312133789
Ground Truth ToA: 95.94611358642578, Coarse ToA: 95.61138153076172, Fine ToA: 96.29448699951172
Ground Truth ToA: 76.33563232421875, Coarse ToA: 74.90206146240234, Fine ToA: 75.70686340332031
Ground Truth ToA: 125.26399230957031, Coarse ToA: 122.67056274414062, Fine ToA: 124.26848602294922
Ground Truth ToA: 105.29541015625, Coarse ToA: 105.75885009765625, Fine ToA: 104.94583129882812
Ground Truth ToA: 82.49078369140625, Coarse ToA: 83.01359558105469, Fine ToA: 82.56625366210938
Ground Truth ToA: 148.5819091796875, Coarse ToA: 147.1904754638672, Fine ToA: 147.74620056152344
Ground Truth ToA: 112.54585266113281, Coarse ToA: 112.7333984375, Fine ToA: 112.63871002197266
Ground Truth ToA: 136.44932556152344, Coarse ToA: 136.2482452392578, Fine ToA: 135.97146606445312
Ground Truth ToA: 79.5671157836914, Coarse ToA: 85.57020568847656, Fine ToA: 79.9966812133789
Ground Truth ToA: 141.50425720214844, Coarse ToA: 139.70181274414062, Fine ToA: 141.53297424316406
Ground Truth ToA: 136.96730041503906, Coarse ToA: 136.72274780273438, Fine ToA: 137.19297790527344
Ground Truth ToA: 130.14254760742188, Coarse ToA: 130.08267211914062, Fine ToA: 130.3690185546875
Ground Truth ToA: 117.24767303466797, Coarse ToA: 115.15658569335938, Fine ToA: 117.11121368408203
Ground Truth ToA: 102.91616821289062, Coarse ToA: 104.32460021972656, Fine ToA: 103.07612609863281
Ground Truth ToA: 68.95813751220703, Coarse ToA: 68.1274185180664, Fine ToA: 59.64835739135742
Ground Truth ToA: 121.85884094238281, Coarse ToA: 121.76677703857422, Fine ToA: 121.75243377685547
Ground Truth ToA: 134.31539916992188, Coarse ToA: 133.94143676757812, Fine ToA: 134.37413024902344
Ground Truth ToA: 69.77899932861328, Coarse ToA: 70.45897674560547, Fine ToA: 70.41179656982422
Ground Truth ToA: 82.4603500366211, Coarse ToA: 81.27442932128906, Fine ToA: 81.85520935058594
Ground Truth ToA: 105.7254409790039, Coarse ToA: 106.19451141357422, Fine ToA: 104.75300598144531
Ground Truth ToA: 63.429603576660156, Coarse ToA: 63.94752883911133, Fine ToA: 63.785301208496094
Ground Truth ToA: 72.98921966552734, Coarse ToA: 73.42813873291016, Fine ToA: 69.2552261352539
Ground Truth ToA: 104.70973205566406, Coarse ToA: 104.34648895263672, Fine ToA: 103.77699279785156
Ground Truth ToA: 64.99324798583984, Coarse ToA: 66.44979095458984, Fine ToA: 66.6209487915039
Ground Truth ToA: 88.30329132080078, Coarse ToA: 87.80305480957031, Fine ToA: 55.732173919677734
Ground Truth ToA: 80.86526489257812, Coarse ToA: 83.09011840820312, Fine ToA: 80.72630310058594
Ground Truth ToA: 82.05400848388672, Coarse ToA: 81.17124938964844, Fine ToA: 81.4569320678711
Ground Truth ToA: 94.18197631835938, Coarse ToA: 94.65704345703125, Fine ToA: 94.58665466308594
Ground Truth ToA: 140.9445037841797, Coarse ToA: 140.8211212158203, Fine ToA: 141.31605529785156
Ground Truth ToA: 119.04495239257812, Coarse ToA: 118.93321990966797, Fine ToA: 119.68501281738281
