Ground Truth ToA: 80.60552215576172, Coarse ToA: 85.60662841796875, Fine ToA: 141.463134765625
Ground Truth ToA: 87.2040023803711, Coarse ToA: 84.58724975585938, Fine ToA: 87.32415771484375
Ground Truth ToA: 123.93359375, Coarse ToA: 122.71634674072266, Fine ToA: 123.50271606445312
Ground Truth ToA: 149.90185546875, Coarse ToA: 150.3125762939453, Fine ToA: 98.615966796875
Ground Truth ToA: 84.54976654052734, Coarse ToA: 85.24189758300781, Fine ToA: 84.10697174072266
Ground Truth ToA: 135.89268493652344, Coarse ToA: 135.13900756835938, Fine ToA: 136.00253295898438
Ground Truth ToA: 86.27645111083984, Coarse ToA: 87.4130630493164, Fine ToA: 86.41925048828125
Ground Truth ToA: 78.34001159667969, Coarse ToA: 78.50789642333984, Fine ToA: 54.23979949951172
Ground Truth ToA: 108.6080551147461, Coarse ToA: 109.14002227783203, Fine ToA: 107.8971176147461
Ground Truth ToA: 52.59339141845703, Coarse ToA: 52.645206451416016, Fine ToA: 53.20740509033203
Ground Truth ToA: 126.2074966430664, Coarse ToA: 127.55305480957031, Fine ToA: 125.37098693847656
Ground Truth ToA: 54.30713653564453, Coarse ToA: 56.426631927490234, Fine ToA: 54.42280960083008
Ground Truth ToA: 123.59103393554688, Coarse ToA: 123.96234893798828, Fine ToA: 123.274169921875
Ground Truth ToA: 138.58824157714844, Coarse ToA: 138.4830780029297, Fine ToA: 138.43663024902344
Ground Truth ToA: 72.0574722290039, Coarse ToA: 70.58599853515625, Fine ToA: 70.29771423339844
Ground Truth ToA: 137.99513244628906, Coarse ToA: 140.34402465820312, Fine ToA: 138.17417907714844
Ground Truth ToA: 147.07974243164062, Coarse ToA: 147.1015167236328, Fine ToA: 147.31301879882812
Ground Truth ToA: 55.22967529296875, Coarse ToA: 55.14509963989258, Fine ToA: 55.57923126220703
Ground Truth ToA: 74.84857177734375, Coarse ToA: 76.05162811279297, Fine ToA: 74.75452423095703
Ground Truth ToA: 70.65878295898438, Coarse ToA: 73.1544189453125, Fine ToA: 73.51696014404297
Ground Truth ToA: 116.29966735839844, Coarse ToA: 113.56778717041016, Fine ToA: 115.61341857910156
Ground Truth ToA: 90.89826965332031, Coarse ToA: 94.15779113769531, Fine ToA: 84.3757553100586
Ground Truth ToA: 112.6081314086914, Coarse ToA: 110.4893798828125, Fine ToA: 111.99581146240234
Ground Truth ToA: 61.2304573059082, Coarse ToA: 57.85354995727539, Fine ToA: 60.063873291015625
Ground Truth ToA: 125.74710083007812, Coarse ToA: 123.9823989868164, Fine ToA: 125.24156951904297
Ground Truth ToA: 80.42593383789062, Coarse ToA: 84.09534454345703, Fine ToA: 81.4129867553711
Ground Truth ToA: 62.00798034667969, Coarse ToA: 64.63956451416016, Fine ToA: 62.44465637207031
Ground Truth ToA: 126.96794891357422, Coarse ToA: 125.55380249023438, Fine ToA: 127.51200103759766
Ground Truth ToA: 115.31421661376953, Coarse ToA: 113.24620819091797, Fine ToA: 114.4260482788086
Ground Truth ToA: 142.02879333496094, Coarse ToA: 141.1982879638672, Fine ToA: 142.23587036132812
Ground Truth ToA: 121.87828826904297, Coarse ToA: 119.31352233886719, Fine ToA: 121.5865478515625
Ground Truth ToA: 103.40499114990234, Coarse ToA: 103.96669006347656, Fine ToA: 103.6693115234375
Ground Truth ToA: 111.01277160644531, Coarse ToA: 113.63238525390625, Fine ToA: 111.98738861083984
Ground Truth ToA: 63.036285400390625, Coarse ToA: 62.35035705566406, Fine ToA: 63.18033218383789
Ground Truth ToA: 69.0181655883789, Coarse ToA: 68.00019836425781, Fine ToA: 68.1690673828125
Ground Truth ToA: 88.74439239501953, Coarse ToA: 97.23702239990234, Fine ToA: 88.9896011352539
Ground Truth ToA: 60.786598205566406, Coarse ToA: 60.93748474121094, Fine ToA: 60.60152053833008
Ground Truth ToA: 121.5579833984375, Coarse ToA: 126.12272644042969, Fine ToA: 51.069862365722656
Ground Truth ToA: 91.6930160522461, Coarse ToA: 91.17436981201172, Fine ToA: 91.95233154296875
Ground Truth ToA: 106.4831771850586, Coarse ToA: 106.34686279296875, Fine ToA: 106.91551971435547
Ground Truth ToA: 85.21241760253906, Coarse ToA: 84.06464385986328, Fine ToA: 84.63674926757812
Ground Truth ToA: 50.6263542175293, Coarse ToA: 51.98848342895508, Fine ToA: 51.48600387573242
Ground Truth ToA: 70.7076416015625, Coarse ToA: 68.32504272460938, Fine ToA: 70.00701904296875
Ground Truth ToA: 78.27898406982422, Coarse ToA: 78.66873931884766, Fine ToA: 50.78432083129883
Ground Truth ToA: 96.66786193847656, Coarse ToA: 97.1784896850586, Fine ToA: 95.95983123779297
Ground Truth ToA: 136.31655883789062, Coarse ToA: 136.0438995361328, Fine ToA: 135.78416442871094
Ground Truth ToA: 142.79708862304688, Coarse ToA: 143.1136016845703, Fine ToA: 142.40663146972656
Ground Truth ToA: 65.5875244140625, Coarse ToA: 65.98190307617188, Fine ToA: 66.14814758300781
Ground Truth ToA: 141.01817321777344, Coarse ToA: 141.0859832763672, Fine ToA: 79.95756530761719
Ground Truth ToA: 122.3322525024414, Coarse ToA: 122.57215118408203, Fine ToA: 122.7806167602539
Ground Truth ToA: 69.99382781982422, Coarse ToA: 69.04265594482422, Fine ToA: 69.89451599121094
Ground Truth ToA: 97.70203399658203, Coarse ToA: 99.145263671875, Fine ToA: 97.36394500732422
Ground Truth ToA: 139.21458435058594, Coarse ToA: 140.02874755859375, Fine ToA: 139.00787353515625
Ground Truth ToA: 71.18036651611328, Coarse ToA: 69.79989624023438, Fine ToA: 70.59151458740234
Ground Truth ToA: 97.91502380371094, Coarse ToA: 98.80422973632812, Fine ToA: 98.61557006835938
Ground Truth ToA: 62.31155776977539, Coarse ToA: 62.83934020996094, Fine ToA: 63.987117767333984
Ground Truth ToA: 64.02996063232422, Coarse ToA: 66.49427795410156, Fine ToA: 64.83638000488281
Ground Truth ToA: 103.82975769042969, Coarse ToA: 101.98493194580078, Fine ToA: 145.67837524414062
Ground Truth ToA: 136.23377990722656, Coarse ToA: 136.4119110107422, Fine ToA: 135.20596313476562
Ground Truth ToA: 149.65792846679688, Coarse ToA: 147.93626403808594, Fine ToA: 148.82733154296875
Ground Truth ToA: 69.37705993652344, Coarse ToA: 67.622314453125, Fine ToA: 68.54714965820312
Ground Truth ToA: 60.48466491699219, Coarse ToA: 67.83670806884766, Fine ToA: 60.930206298828125
Ground Truth ToA: 129.4586944580078, Coarse ToA: 129.34780883789062, Fine ToA: 129.1609649658203
Ground Truth ToA: 113.19619750976562, Coarse ToA: 115.281982421875, Fine ToA: 66.20923614501953
Ground Truth ToA: 101.21975708007812, Coarse ToA: 101.4881820678711, Fine ToA: 100.831787109375
Ground Truth ToA: 133.0124053955078, Coarse ToA: 133.3708038330078, Fine ToA: 82.13247680664062
Ground Truth ToA: 139.2980499267578, Coarse ToA: 138.47219848632812, Fine ToA: 138.77951049804688
Ground Truth ToA: 61.284507751464844, Coarse ToA: 61.86505126953125, Fine ToA: 60.57685852050781
Ground Truth ToA: 121.66073608398438, Coarse ToA: 120.92936706542969, Fine ToA: 121.47534942626953
Ground Truth ToA: 63.65663146972656, Coarse ToA: 63.341949462890625, Fine ToA: 63.847015380859375
Ground Truth ToA: 103.95469665527344, Coarse ToA: 104.6770248413086, Fine ToA: 103.07727813720703
Ground Truth ToA: 136.5790252685547, Coarse ToA: 140.9246063232422, Fine ToA: 135.78094482421875
Ground Truth ToA: 87.77471923828125, Coarse ToA: 86.86629486083984, Fine ToA: 86.76183319091797
Ground Truth ToA: 62.039024353027344, Coarse ToA: 62.388790130615234, Fine ToA: 60.977561950683594
Ground Truth ToA: 102.73593139648438, Coarse ToA: 102.90898132324219, Fine ToA: 102.92628479003906
Ground Truth ToA: 51.88048553466797, Coarse ToA: 55.634605407714844, Fine ToA: 126.10956573486328
Ground Truth ToA: 142.36517333984375, Coarse ToA: 140.62417602539062, Fine ToA: 142.12579345703125
Ground Truth ToA: 52.0042724609375, Coarse ToA: 55.289268493652344, Fine ToA: 53.83822250366211
Ground Truth ToA: 58.48650360107422, Coarse ToA: 58.510196685791016, Fine ToA: 58.63942337036133
Ground Truth ToA: 126.6214599609375, Coarse ToA: 126.72073364257812, Fine ToA: 126.16886138916016
Ground Truth ToA: 110.25480651855469, Coarse ToA: 109.58206939697266, Fine ToA: 109.39856719970703
Ground Truth ToA: 117.44784545898438, Coarse ToA: 117.2260513305664, Fine ToA: 118.11752319335938
Ground Truth ToA: 102.98163604736328, Coarse ToA: 101.4714584350586, Fine ToA: 102.10193634033203
Ground Truth ToA: 71.81072235107422, Coarse ToA: 68.95320892333984, Fine ToA: 71.77073669433594
Ground Truth ToA: 58.29011535644531, Coarse ToA: 58.77910614013672, Fine ToA: 58.9315299987793
Ground Truth ToA: 117.92064666748047, Coarse ToA: 117.68519592285156, Fine ToA: 118.22469329833984
Ground Truth ToA: 101.96380615234375, Coarse ToA: 101.80718231201172, Fine ToA: 101.81472778320312
Ground Truth ToA: 93.24357604980469, Coarse ToA: 92.70438385009766, Fine ToA: 93.2435073852539
Ground Truth ToA: 59.962890625, Coarse ToA: 63.70917510986328, Fine ToA: 63.3236083984375
Ground Truth ToA: 66.4715576171875, Coarse ToA: 65.47329711914062, Fine ToA: 66.7582015991211
Ground Truth ToA: 140.2083282470703, Coarse ToA: 139.41110229492188, Fine ToA: 139.9871368408203
Ground Truth ToA: 68.77301788330078, Coarse ToA: 68.00196838378906, Fine ToA: 68.42648315429688
Ground Truth ToA: 133.41748046875, Coarse ToA: 133.15115356445312, Fine ToA: 133.30323791503906
Ground Truth ToA: 138.67141723632812, Coarse ToA: 138.92018127441406, Fine ToA: 138.8885040283203
Ground Truth ToA: 101.80261993408203, Coarse ToA: 101.4555435180664, Fine ToA: 101.76350402832031
Ground Truth ToA: 115.24702453613281, Coarse ToA: 116.15119171142578, Fine ToA: 114.89065551757812
Ground Truth ToA: 52.73603439331055, Coarse ToA: 51.93630599975586, Fine ToA: 52.5670280456543
Ground Truth ToA: 115.46743774414062, Coarse ToA: 117.27682495117188, Fine ToA: 115.8272476196289
Ground Truth ToA: 117.94407653808594, Coarse ToA: 120.72602844238281, Fine ToA: 120.917236328125
Ground Truth ToA: 57.66161346435547, Coarse ToA: 57.11968231201172, Fine ToA: 83.47942352294922
Ground Truth ToA: 127.37118530273438, Coarse ToA: 127.75962829589844, Fine ToA: 126.94677734375
Ground Truth ToA: 117.64244079589844, Coarse ToA: 115.03404998779297, Fine ToA: 116.74958801269531
Ground Truth ToA: 100.70894622802734, Coarse ToA: 101.38313293457031, Fine ToA: 101.03948211669922
Ground Truth ToA: 147.79766845703125, Coarse ToA: 148.62791442871094, Fine ToA: 147.8158721923828
Ground Truth ToA: 143.402099609375, Coarse ToA: 147.22869873046875, Fine ToA: 143.72146606445312
Ground Truth ToA: 92.4423599243164, Coarse ToA: 92.5889663696289, Fine ToA: 92.54678344726562
Ground Truth ToA: 80.7523422241211, Coarse ToA: 78.76312255859375, Fine ToA: 79.54371643066406
Ground Truth ToA: 81.0499267578125, Coarse ToA: 79.55503845214844, Fine ToA: 80.99880981445312
Ground Truth ToA: 134.46197509765625, Coarse ToA: 134.95913696289062, Fine ToA: 133.9657440185547
Ground Truth ToA: 76.79562377929688, Coarse ToA: 76.20671844482422, Fine ToA: 97.9275894165039
Ground Truth ToA: 94.47734069824219, Coarse ToA: 94.25875091552734, Fine ToA: 93.92587280273438
Ground Truth ToA: 141.6475067138672, Coarse ToA: 142.97653198242188, Fine ToA: 143.00047302246094
Ground Truth ToA: 79.6292724609375, Coarse ToA: 78.82208251953125, Fine ToA: 79.49290466308594
Ground Truth ToA: 111.34510803222656, Coarse ToA: 110.83624267578125, Fine ToA: 111.3990249633789
Ground Truth ToA: 137.38629150390625, Coarse ToA: 138.28927612304688, Fine ToA: 137.11404418945312
Ground Truth ToA: 128.91175842285156, Coarse ToA: 128.1781005859375, Fine ToA: 128.77926635742188
Ground Truth ToA: 66.14219665527344, Coarse ToA: 66.41663360595703, Fine ToA: 65.71451568603516
Ground Truth ToA: 137.23959350585938, Coarse ToA: 136.12266540527344, Fine ToA: 136.5453643798828
Ground Truth ToA: 124.28430938720703, Coarse ToA: 123.08988189697266, Fine ToA: 123.98382568359375
Ground Truth ToA: 117.04459381103516, Coarse ToA: 114.98872375488281, Fine ToA: 116.57274627685547
Ground Truth ToA: 103.94304656982422, Coarse ToA: 105.34249877929688, Fine ToA: 103.38043212890625
Ground Truth ToA: 143.5514373779297, Coarse ToA: 143.7515411376953, Fine ToA: 142.42417907714844
Ground Truth ToA: 63.66566467285156, Coarse ToA: 63.05648422241211, Fine ToA: 63.8256721496582
Ground Truth ToA: 129.80772399902344, Coarse ToA: 129.2815399169922, Fine ToA: 129.34996032714844
Ground Truth ToA: 66.02000427246094, Coarse ToA: 65.09151458740234, Fine ToA: 84.87635040283203
Ground Truth ToA: 138.49774169921875, Coarse ToA: 138.0345001220703, Fine ToA: 138.5416717529297
Ground Truth ToA: 75.73856353759766, Coarse ToA: 75.0771713256836, Fine ToA: 75.06192779541016
Ground Truth ToA: 83.16360473632812, Coarse ToA: 82.51280975341797, Fine ToA: 82.64582824707031
Ground Truth ToA: 70.96446990966797, Coarse ToA: 70.26197814941406, Fine ToA: 71.15504455566406
Ground Truth ToA: 127.37977600097656, Coarse ToA: 126.72161865234375, Fine ToA: 127.6766357421875
Ground Truth ToA: 120.56383514404297, Coarse ToA: 120.21246337890625, Fine ToA: 121.02118682861328
Ground Truth ToA: 107.65457916259766, Coarse ToA: 105.41574096679688, Fine ToA: 106.54008483886719
Ground Truth ToA: 64.33650207519531, Coarse ToA: 64.0549087524414, Fine ToA: 64.10832977294922
Ground Truth ToA: 80.64468383789062, Coarse ToA: 80.25914001464844, Fine ToA: 80.77308654785156
Ground Truth ToA: 53.038883209228516, Coarse ToA: 51.79969787597656, Fine ToA: 52.60707092285156
Ground Truth ToA: 95.16028594970703, Coarse ToA: 94.50636291503906, Fine ToA: 94.49295043945312
Ground Truth ToA: 53.27993392944336, Coarse ToA: 53.1910285949707, Fine ToA: 53.25465393066406
Ground Truth ToA: 62.2702751159668, Coarse ToA: 62.52470779418945, Fine ToA: 62.33012008666992
Ground Truth ToA: 95.89059448242188, Coarse ToA: 96.29137420654297, Fine ToA: 94.61880493164062
Ground Truth ToA: 113.59063720703125, Coarse ToA: 113.75408172607422, Fine ToA: 143.62782287597656
Ground Truth ToA: 75.19068145751953, Coarse ToA: 74.14360046386719, Fine ToA: 75.10283660888672
Ground Truth ToA: 135.65353393554688, Coarse ToA: 135.5158233642578, Fine ToA: 135.66778564453125
Ground Truth ToA: 54.92033767700195, Coarse ToA: 55.07039260864258, Fine ToA: 115.0779037475586
Ground Truth ToA: 54.39559555053711, Coarse ToA: 54.48512268066406, Fine ToA: 54.60809326171875
Ground Truth ToA: 87.96842956542969, Coarse ToA: 89.79287719726562, Fine ToA: 88.03312683105469
Ground Truth ToA: 77.45271301269531, Coarse ToA: 76.21505737304688, Fine ToA: 77.10016632080078
Ground Truth ToA: 58.55061340332031, Coarse ToA: 57.400516510009766, Fine ToA: 58.30250930786133
Ground Truth ToA: 67.69794464111328, Coarse ToA: 69.43131256103516, Fine ToA: 68.14994049072266
Ground Truth ToA: 131.8936767578125, Coarse ToA: 129.7638702392578, Fine ToA: 131.44424438476562
Ground Truth ToA: 146.31173706054688, Coarse ToA: 146.32798767089844, Fine ToA: 145.8936309814453
Ground Truth ToA: 136.8704071044922, Coarse ToA: 136.157470703125, Fine ToA: 136.35879516601562
Ground Truth ToA: 78.55269622802734, Coarse ToA: 79.61503601074219, Fine ToA: 78.736083984375
Ground Truth ToA: 148.25570678710938, Coarse ToA: 148.7075958251953, Fine ToA: 148.99163818359375
Ground Truth ToA: 66.65882873535156, Coarse ToA: 69.18824005126953, Fine ToA: 67.79798126220703
Ground Truth ToA: 98.97708892822266, Coarse ToA: 98.79203796386719, Fine ToA: 98.97747802734375
Ground Truth ToA: 86.9234390258789, Coarse ToA: 89.90206146240234, Fine ToA: 87.45499420166016
Ground Truth ToA: 131.0945281982422, Coarse ToA: 131.42210388183594, Fine ToA: 130.95733642578125
Ground Truth ToA: 103.4422607421875, Coarse ToA: 102.25833129882812, Fine ToA: 103.01610565185547
Ground Truth ToA: 124.44295501708984, Coarse ToA: 123.88867950439453, Fine ToA: 123.8331298828125
Ground Truth ToA: 91.3733901977539, Coarse ToA: 91.43962860107422, Fine ToA: 91.35064697265625
Ground Truth ToA: 112.92782592773438, Coarse ToA: 113.0723876953125, Fine ToA: 112.47949981689453
Ground Truth ToA: 140.8675994873047, Coarse ToA: 141.1110076904297, Fine ToA: 140.4512939453125
Ground Truth ToA: 61.49522018432617, Coarse ToA: 63.60997009277344, Fine ToA: 62.57636260986328
Ground Truth ToA: 99.48989868164062, Coarse ToA: 100.75310516357422, Fine ToA: 99.899658203125
Ground Truth ToA: 141.966064453125, Coarse ToA: 143.01829528808594, Fine ToA: 142.59552001953125
Ground Truth ToA: 58.91999816894531, Coarse ToA: 59.037174224853516, Fine ToA: 59.654842376708984
Ground Truth ToA: 71.51283264160156, Coarse ToA: 71.23238372802734, Fine ToA: 71.97650909423828
Ground Truth ToA: 63.65663146972656, Coarse ToA: 62.477256774902344, Fine ToA: 62.71854782104492
Ground Truth ToA: 55.05156326293945, Coarse ToA: 53.65257263183594, Fine ToA: 54.232139587402344
Ground Truth ToA: 134.6025848388672, Coarse ToA: 134.1236114501953, Fine ToA: 134.439453125
Ground Truth ToA: 93.4254379272461, Coarse ToA: 94.1429214477539, Fine ToA: 93.59101867675781
Ground Truth ToA: 62.633399963378906, Coarse ToA: 62.96308517456055, Fine ToA: 61.92005157470703
Ground Truth ToA: 143.86618041992188, Coarse ToA: 145.4176025390625, Fine ToA: 144.49098205566406
Ground Truth ToA: 74.469482421875, Coarse ToA: 77.22649383544922, Fine ToA: 75.32865905761719
Ground Truth ToA: 55.72755432128906, Coarse ToA: 53.926422119140625, Fine ToA: 55.376869201660156
Ground Truth ToA: 144.23509216308594, Coarse ToA: 144.35006713867188, Fine ToA: 143.89389038085938
Ground Truth ToA: 146.92169189453125, Coarse ToA: 145.8524932861328, Fine ToA: 146.7218475341797
Ground Truth ToA: 88.84134674072266, Coarse ToA: 90.07477569580078, Fine ToA: 60.91214370727539
Ground Truth ToA: 131.11375427246094, Coarse ToA: 130.47470092773438, Fine ToA: 130.74732971191406
Ground Truth ToA: 128.325439453125, Coarse ToA: 139.20751953125, Fine ToA: 129.1407470703125
Ground Truth ToA: 68.4243392944336, Coarse ToA: 70.03659057617188, Fine ToA: 68.69932556152344
Ground Truth ToA: 75.1677017211914, Coarse ToA: 74.32674407958984, Fine ToA: 74.87862396240234
Ground Truth ToA: 93.01555633544922, Coarse ToA: 90.84854125976562, Fine ToA: 92.76599884033203
Ground Truth ToA: 60.54623794555664, Coarse ToA: 57.195770263671875, Fine ToA: 76.20648956298828
Ground Truth ToA: 82.0252456665039, Coarse ToA: 82.92784118652344, Fine ToA: 82.95372009277344
Ground Truth ToA: 64.6602554321289, Coarse ToA: 62.10050964355469, Fine ToA: 63.62108612060547
Ground Truth ToA: 66.86573028564453, Coarse ToA: 66.93531799316406, Fine ToA: 146.58995056152344
Ground Truth ToA: 81.8657455444336, Coarse ToA: 79.43101501464844, Fine ToA: 81.93627166748047
Ground Truth ToA: 60.47123336791992, Coarse ToA: 59.78681182861328, Fine ToA: 60.924896240234375
Ground Truth ToA: 125.85610961914062, Coarse ToA: 124.05608367919922, Fine ToA: 125.01097106933594
Ground Truth ToA: 112.04302978515625, Coarse ToA: 110.96009063720703, Fine ToA: 111.98210144042969
Ground Truth ToA: 139.4573974609375, Coarse ToA: 137.6483154296875, Fine ToA: 138.82986450195312
Ground Truth ToA: 57.72737121582031, Coarse ToA: 56.29330825805664, Fine ToA: 57.29965591430664
Ground Truth ToA: 126.24864196777344, Coarse ToA: 128.22463989257812, Fine ToA: 125.31841278076172
Ground Truth ToA: 53.83930206298828, Coarse ToA: 52.627952575683594, Fine ToA: 53.11127471923828
Ground Truth ToA: 141.56564331054688, Coarse ToA: 141.81333923339844, Fine ToA: 141.97406005859375
Ground Truth ToA: 132.50051879882812, Coarse ToA: 133.7144317626953, Fine ToA: 132.44430541992188
Ground Truth ToA: 75.13341522216797, Coarse ToA: 72.39814758300781, Fine ToA: 74.2720718383789
Ground Truth ToA: 111.53168487548828, Coarse ToA: 111.00492858886719, Fine ToA: 110.67433166503906
Ground Truth ToA: 63.18871307373047, Coarse ToA: 65.12447357177734, Fine ToA: 64.043212890625
Ground Truth ToA: 124.42638397216797, Coarse ToA: 125.60059356689453, Fine ToA: 124.04890441894531
Ground Truth ToA: 144.28184509277344, Coarse ToA: 142.39895629882812, Fine ToA: 143.966064453125
Ground Truth ToA: 75.59554290771484, Coarse ToA: 74.1838607788086, Fine ToA: 75.22626495361328
Ground Truth ToA: 88.84364318847656, Coarse ToA: 87.73590087890625, Fine ToA: 88.4322738647461
Ground Truth ToA: 146.08029174804688, Coarse ToA: 146.8972930908203, Fine ToA: 146.43348693847656
Ground Truth ToA: 60.479183197021484, Coarse ToA: 60.40462112426758, Fine ToA: 60.1367073059082
Ground Truth ToA: 127.67205810546875, Coarse ToA: 124.68157958984375, Fine ToA: 135.54092407226562
Ground Truth ToA: 144.7928924560547, Coarse ToA: 144.01495361328125, Fine ToA: 75.78778076171875
Ground Truth ToA: 50.04914855957031, Coarse ToA: 51.09176254272461, Fine ToA: 50.35942077636719
Ground Truth ToA: 135.87094116210938, Coarse ToA: 138.02085876464844, Fine ToA: 136.28387451171875
Ground Truth ToA: 96.22209167480469, Coarse ToA: 95.38798522949219, Fine ToA: 95.839599609375
Ground Truth ToA: 110.69708251953125, Coarse ToA: 109.19795227050781, Fine ToA: 110.77486419677734
Ground Truth ToA: 111.70663452148438, Coarse ToA: 110.8670883178711, Fine ToA: 111.83792877197266
Ground Truth ToA: 96.79092407226562, Coarse ToA: 99.37391662597656, Fine ToA: 81.3141860961914
Ground Truth ToA: 78.59010314941406, Coarse ToA: 78.16126251220703, Fine ToA: 146.4937744140625
Ground Truth ToA: 141.66268920898438, Coarse ToA: 141.7936553955078, Fine ToA: 140.76651000976562
Ground Truth ToA: 106.94229125976562, Coarse ToA: 106.53340148925781, Fine ToA: 106.53604125976562
Ground Truth ToA: 127.3314208984375, Coarse ToA: 129.13677978515625, Fine ToA: 127.10730743408203
Ground Truth ToA: 116.83177185058594, Coarse ToA: 115.52457427978516, Fine ToA: 96.93209838867188
Ground Truth ToA: 115.11511993408203, Coarse ToA: 115.06077575683594, Fine ToA: 114.55770874023438
Ground Truth ToA: 54.08073806762695, Coarse ToA: 53.86942672729492, Fine ToA: 53.96308135986328
Ground Truth ToA: 51.18073654174805, Coarse ToA: 51.18748474121094, Fine ToA: 51.892887115478516
Ground Truth ToA: 141.09524536132812, Coarse ToA: 140.833251953125, Fine ToA: 141.29635620117188
Ground Truth ToA: 135.3321533203125, Coarse ToA: 134.23731994628906, Fine ToA: 135.0115203857422
Ground Truth ToA: 71.29522705078125, Coarse ToA: 73.20193481445312, Fine ToA: 71.38806915283203
Ground Truth ToA: 94.62785339355469, Coarse ToA: 95.19605255126953, Fine ToA: 95.22335815429688
Ground Truth ToA: 83.36267852783203, Coarse ToA: 84.03540802001953, Fine ToA: 83.8206787109375
Ground Truth ToA: 96.78534698486328, Coarse ToA: 97.20426940917969, Fine ToA: 86.24158477783203
Ground Truth ToA: 78.95016479492188, Coarse ToA: 79.66524505615234, Fine ToA: 79.4714584350586
Ground Truth ToA: 149.08724975585938, Coarse ToA: 148.47206115722656, Fine ToA: 148.55364990234375
Ground Truth ToA: 83.00904846191406, Coarse ToA: 82.34931945800781, Fine ToA: 82.46511840820312
Ground Truth ToA: 101.72361755371094, Coarse ToA: 103.4554214477539, Fine ToA: 138.4081573486328
Ground Truth ToA: 117.67913055419922, Coarse ToA: 117.41419982910156, Fine ToA: 118.10303497314453
Ground Truth ToA: 83.1731185913086, Coarse ToA: 82.1995849609375, Fine ToA: 82.84333038330078
Ground Truth ToA: 83.75203704833984, Coarse ToA: 86.0462646484375, Fine ToA: 129.3607940673828
Ground Truth ToA: 62.366355895996094, Coarse ToA: 60.412574768066406, Fine ToA: 61.975406646728516
Ground Truth ToA: 114.89049530029297, Coarse ToA: 115.86172485351562, Fine ToA: 115.3138427734375
Ground Truth ToA: 141.4683380126953, Coarse ToA: 142.5148468017578, Fine ToA: 141.9728240966797
Ground Truth ToA: 83.45532989501953, Coarse ToA: 82.15904998779297, Fine ToA: 83.0047378540039
Ground Truth ToA: 88.39071655273438, Coarse ToA: 87.46070098876953, Fine ToA: 88.05213165283203
Ground Truth ToA: 63.59917449951172, Coarse ToA: 63.18110275268555, Fine ToA: 62.94896697998047
Ground Truth ToA: 95.80770874023438, Coarse ToA: 97.24542999267578, Fine ToA: 96.52193450927734
Ground Truth ToA: 134.25672912597656, Coarse ToA: 133.2838592529297, Fine ToA: 134.29368591308594
Ground Truth ToA: 63.040771484375, Coarse ToA: 62.40920639038086, Fine ToA: 63.23402786254883
Ground Truth ToA: 100.46810913085938, Coarse ToA: 101.73554229736328, Fine ToA: 100.11279296875
Ground Truth ToA: 111.01139068603516, Coarse ToA: 109.78099060058594, Fine ToA: 110.23114013671875
Ground Truth ToA: 111.76658630371094, Coarse ToA: 111.42139434814453, Fine ToA: 82.32381439208984
Ground Truth ToA: 75.02149200439453, Coarse ToA: 73.62803649902344, Fine ToA: 75.25070190429688
Ground Truth ToA: 68.44293975830078, Coarse ToA: 67.11859893798828, Fine ToA: 68.07917022705078
Ground Truth ToA: 100.6570053100586, Coarse ToA: 100.52609252929688, Fine ToA: 95.8757553100586
Ground Truth ToA: 82.19664001464844, Coarse ToA: 84.1508560180664, Fine ToA: 82.60211181640625
Ground Truth ToA: 145.80967712402344, Coarse ToA: 146.01951599121094, Fine ToA: 145.81402587890625
Ground Truth ToA: 113.27843475341797, Coarse ToA: 109.91864776611328, Fine ToA: 112.86878967285156
Ground Truth ToA: 142.14044189453125, Coarse ToA: 146.21041870117188, Fine ToA: 143.18731689453125
Ground Truth ToA: 129.6741943359375, Coarse ToA: 127.38170623779297, Fine ToA: 129.2075958251953
Ground Truth ToA: 83.65019989013672, Coarse ToA: 82.25141906738281, Fine ToA: 83.94109344482422
Ground Truth ToA: 86.889404296875, Coarse ToA: 86.21961212158203, Fine ToA: 86.87679290771484
Ground Truth ToA: 123.19660186767578, Coarse ToA: 123.20209503173828, Fine ToA: 122.97463989257812
Ground Truth ToA: 76.2699203491211, Coarse ToA: 75.03480529785156, Fine ToA: 76.3097152709961
Ground Truth ToA: 54.912960052490234, Coarse ToA: 53.85854721069336, Fine ToA: 54.14213562011719
Ground Truth ToA: 81.32675170898438, Coarse ToA: 81.05927276611328, Fine ToA: 138.13572692871094
Ground Truth ToA: 86.57313537597656, Coarse ToA: 84.60043334960938, Fine ToA: 85.56707763671875
Ground Truth ToA: 76.47989654541016, Coarse ToA: 76.34337615966797, Fine ToA: 76.39105224609375
Ground Truth ToA: 141.85934448242188, Coarse ToA: 143.05946350097656, Fine ToA: 141.34902954101562
Ground Truth ToA: 62.78934860229492, Coarse ToA: 63.64112091064453, Fine ToA: 62.21080780029297
Ground Truth ToA: 138.97073364257812, Coarse ToA: 138.02169799804688, Fine ToA: 138.48910522460938
Ground Truth ToA: 56.465065002441406, Coarse ToA: 56.94233322143555, Fine ToA: 57.437801361083984
Ground Truth ToA: 72.95075988769531, Coarse ToA: 75.26828002929688, Fine ToA: 73.94855499267578
Ground Truth ToA: 122.54207611083984, Coarse ToA: 121.17616271972656, Fine ToA: 122.25735473632812
